sweep,case,seed,method_id,method,layer,rule,snapshot,alignment,norm_ratio,alpha_star,scale_matched_bias,update_snr_linear,update_snr_db,matched_bp_snr_linear,mean_update_norm
architecture,early_heavy,2,hybrid_hbb,HBB,enc3,bp_raw,final_validation_selected,1,1,1,0,9.640676695553813,9.8410751884376,9.640676695553813,0.004912614999338985
architecture,early_heavy,3,full_hebbian,HHH,enc1,hebbian_raw,enc1_end,0.34233643258356905,161.542332671194,0.0021191747510229913,0.9395774403612281,504.11430947363124,27.025290252247707,1.140660749745709,
architecture,early_heavy,3,full_hebbian,HHH,enc1,hebbian_effective,enc1_end,0.34240464193553116,0.08077177210337909,4.239129753769611,0.9395525015418775,501.81535414544464,27.005439453776063,1.140660749745709,
architecture,early_heavy,3,hybrid_hhb,HHB,enc1,hebbian_raw,enc1_end,0.34233643258356905,161.542332671194,0.0021191747510229913,0.9395774403612281,504.11430947363124,27.025290252247707,1.140660749745709,
architecture,early_heavy,3,hybrid_hhb,HHB,enc1,hebbian_effective,enc1_end,0.34240464193553116,0.08077177210337909,4.239129753769611,0.9395525015418775,501.81535414544464,27.005439453776063,1.140660749745709,
architecture,early_heavy,3,hybrid_hbb,HBB,enc1,hebbian_raw,enc1_end,0.34233643258356905,161.542332671194,0.0021191747510229913,0.9395774403612281,504.11430947363124,27.025290252247707,1.140660749745709,
architecture,early_heavy,3,hybrid_hbb,HBB,enc1,hebbian_effective,enc1_end,0.34240464193553116,0.08077177210337909,4.239129753769611,0.9395525015418775,501.81535414544464,27.005439453776063,1.140660749745709,
architecture,early_heavy,3,full_hebbian,HHH,enc2,hebbian_raw,enc2_end,0.05495886614651932,16.72029456009531,0.0032869556241616996,0.9984886191895138,0.0264468521642048,-15.776260124405667,0.429528346543367,
architecture,early_heavy,3,full_hebbian,HHH,enc2,hebbian_effective,enc2_end,0.05466820525981086,0.008360466024388332,6.535726561400741,0.9985045634607652,0.02644853492639706,-15.77598379999445,0.429528346543367,
architecture,early_heavy,3,hybrid_hhb,HHB,enc2,hebbian_raw,enc2_end,0.05495886614651932,16.72029456009531,0.0032869556241616996,0.9984886191895138,0.0264468521642048,-15.776260124405667,0.429528346543367,
architecture,early_heavy,3,hybrid_hhb,HHB,enc2,hebbian_effective,enc2_end,0.05466820525981086,0.008360466024388332,6.535726561400741,0.9985045634607652,0.02644853492639706,-15.77598379999445,0.429528346543367,
architecture,early_heavy,3,full_hebbian,HHH,enc3,hebbian_raw,enc3_end,-0.0017925792742789852,6453.657373529143,-2.7776176678032086e-07,0.9999983933213974,5.7085999971996895,7.565296129672641,2.5935067982605373,
architecture,early_heavy,3,full_hebbian,HHH,enc3,hebbian_effective,enc3_end,-0.00029001174883052847,3.1864706902217095,-9.101346819902147e-05,0.9999999579395075,5.782489108029628,7.6211482340079195,2.5935067982605373,
architecture,early_heavy,3,full_bp,BBB,enc1,bp_raw,final_validation_selected,1,1,1,0,20.7644357312945,13.173201337548406,20.7644357312945,0.0015922311157919467
architecture,early_heavy,3,full_bp,BBB,enc2,bp_raw,final_validation_selected,1,1,1,0,12.00184946296712,10.792481751868925,12.00184946296712,0.0026683760760352017
architecture,early_heavy,3,full_bp,BBB,enc3,bp_raw,final_validation_selected,1,1,1,0,5.332197652900586,7.269062393864379,5.332197652900586,0.003701279773376882
architecture,early_heavy,3,hybrid_hhb,HHB,enc3,bp_raw,final_validation_selected,1,1,1,0,11.40265681850091,10.570060537208061,11.40265681850091,0.025707217678427697
architecture,early_heavy,3,hybrid_hbb,HBB,enc2,bp_raw,final_validation_selected,1,1,1,0,3.8234205883088097,5.824520744079264,3.8234205883088097,0.002397405686788261
architecture,early_heavy,3,hybrid_hbb,HBB,enc3,bp_raw,final_validation_selected,1,1,1,0,5.795576631971879,7.63096652659385,5.795576631971879,0.003937944485805929
architecture,early_heavy,4,full_hebbian,HHH,enc1,hebbian_raw,enc1_end,0.22891671068263617,114.73588311119207,0.0019951623197677426,0.9734460124655357,416.3590405205855,26.194679990545488,1.9528381551009182,
architecture,early_heavy,4,full_hebbian,HHH,enc1,hebbian_effective,enc1_end,0.2288178349312967,0.05736775894767919,3.988574068845388,0.9734692263196827,414.3375178179711,26.173542599784856,1.9528381551009182,
architecture,early_heavy,4,hybrid_hhb,HHB,enc1,hebbian_raw,enc1_end,0.22891671068263617,114.73588311119207,0.0019951623197677426,0.9734460124655357,416.3590405205855,26.194679990545488,1.9528381551009182,
architecture,early_heavy,4,hybrid_hhb,HHB,enc1,hebbian_effective,enc1_end,0.2288178349312967,0.05736775894767919,3.988574068845388,0.9734692263196827,414.3375178179711,26.173542599784856,1.9528381551009182,
architecture,early_heavy,4,hybrid_hbb,HBB,enc1,hebbian_raw,enc1_end,0.22891671068263617,114.73588311119207,0.0019951623197677426,0.9734460124655357,416.3590405205855,26.194679990545488,1.9528381551009182,
architecture,early_heavy,4,hybrid_hbb,HBB,enc1,hebbian_effective,enc1_end,0.2288178349312967,0.05736775894767919,3.988574068845388,0.9734692263196827,414.3375178179711,26.173542599784856,1.9528381551009182,
architecture,early_heavy,4,full_hebbian,HHH,enc2,hebbian_raw,enc2_end,-0.010588132731505035,7.460297575393698,-0.0014192641289178139,0.9999439440647749,0.014219117757235873,-18.47127349109102,2.6039613070492633,
architecture,early_heavy,4,full_hebbian,HHH,enc2,hebbian_effective,enc2_end,-0.011109995056406752,0.0037298586314884617,-2.9770643127416414,0.9999382817833931,0.014216803078691729,-18.47198052085603,2.6039613070492633,
architecture,early_heavy,4,hybrid_hhb,HHB,enc2,hebbian_raw,enc2_end,-0.010588132731505035,7.460297575393698,-0.0014192641289178139,0.9999439440647749,0.014219117757235873,-18.47127349109102,2.6039613070492633,
architecture,early_heavy,4,hybrid_hhb,HHB,enc2,hebbian_effective,enc2_end,-0.011109995056406752,0.0037298586314884617,-2.9770643127416414,0.9999382817833931,0.014216803078691729,-18.47198052085603,2.6039613070492633,
architecture,early_heavy,4,full_hebbian,HHH,enc3,hebbian_raw,enc3_end,-0.0017540433568518415,17741.464427071773,-9.886688689373558e-08,0.9999984616583224,27.01776684965985,14.316494496101386,4.362159953227982,
architecture,early_heavy,4,full_hebbian,HHH,enc3,hebbian_effective,enc3_end,-0.00045764801036557483,8.07943180138323,-5.664358851155013e-05,0.9999998952726982,29.522953459565866,14.701598018986662,4.362159953227982,
architecture,early_heavy,4,full_bp,BBB,enc1,bp_raw,final_validation_selected,1,1,1,0,0.9559897290499593,-0.19546773666251877,0.9559897290499593,0.0004571150301489979
architecture,early_heavy,4,full_bp,BBB,enc2,bp_raw,final_validation_selected,1,1,1,0,1.1861502521723588,0.7413970551750447,1.1861502521723588,0.001119455551961437
architecture,early_heavy,4,full_bp,BBB,enc3,bp_raw,final_validation_selected,1,1,1,0,4.612263439892976,6.639141050459838,4.612263439892976,0.0034003712702542544
architecture,early_heavy,4,hybrid_hhb,HHB,enc3,bp_raw,final_validation_selected,1,1,1,0,8.681802056104463,9.386098797609675,8.681802056104463,0.02543633658438921
architecture,early_heavy,4,hybrid_hbb,HBB,enc2,bp_raw,final_validation_selected,1,1,1,0,3.165092223550558,5.003863688859455,3.165092223550558,0.0024739015800878407
architecture,early_heavy,4,hybrid_hbb,HBB,enc3,bp_raw,final_validation_selected,1,1,1,0,6.159436699260835,7.89540996322084,6.159436699260835,0.0062926775217056275
architecture,late_heavy,0,full_hebbian,HHH,enc1,hebbian_raw,enc1_end,0.6720486839681163,69.28616924771782,0.00969960803921113,0.7405069652513551,595.4907382374381,27.748750112198827,5.920496857641627,
architecture,late_heavy,0,full_hebbian,HHH,enc1,hebbian_effective,enc1_end,0.6719995161911867,0.03464324924717903,19.39703080882708,0.7405508251868913,582.8471887318609,27.65554706063324,5.920496857641627,
architecture,late_heavy,0,hybrid_hhb,HHB,enc1,hebbian_raw,enc1_end,0.6720486839681163,69.28616924771782,0.00969960803921113,0.7405069652513551,595.4907382374381,27.748750112198827,5.920496857641627,
architecture,late_heavy,0,hybrid_hhb,HHB,enc1,hebbian_effective,enc1_end,0.6719995161911867,0.03464324924717903,19.39703080882708,0.7405508251868913,582.8471887318609,27.65554706063324,5.920496857641627,
architecture,late_heavy,0,hybrid_hbb,HBB,enc1,hebbian_raw,enc1_end,0.6720486839681163,69.28616924771782,0.00969960803921113,0.7405069652513551,595.4907382374381,27.748750112198827,5.920496857641627,
architecture,late_heavy,0,hybrid_hbb,HBB,enc1,hebbian_effective,enc1_end,0.6719995161911867,0.03464324924717903,19.39703080882708,0.7405508251868913,582.8471887318609,27.65554706063324,5.920496857641627,
architecture,late_heavy,0,full_hebbian,HHH,enc2,hebbian_raw,enc2_end,0.04773473231357518,132.38558367186715,0.0003605734929528836,0.9988600476925413,94.77804475865626,19.76707745096816,0.8473536419597418,
architecture,late_heavy,0,full_hebbian,HHH,enc2,hebbian_effective,enc2_end,0.04776892810810532,0.06619238115166608,0.72166015133727,0.9988584111395485,94.66405662911788,19.761851113076773,0.8473536419597418,
architecture,late_heavy,0,hybrid_hhb,HHB,enc2,hebbian_raw,enc2_end,0.04773473231357518,132.38558367186715,0.0003605734929528836,0.9988600476925413,94.77804475865626,19.76707745096816,0.8473536419597418,
architecture,late_heavy,0,hybrid_hhb,HHB,enc2,hebbian_effective,enc2_end,0.04776892810810532,0.06619238115166608,0.72166015133727,0.9988584111395485,94.66405662911788,19.761851113076773,0.8473536419597418,
architecture,late_heavy,0,full_hebbian,HHH,enc3,hebbian_raw,enc3_end,-0.00030610126982003115,255.02098069583118,-1.200298379301975e-06,0.9999999531414179,0.18746231187829399,-7.270860313415745,1.446745576879816,
architecture,late_heavy,0,full_hebbian,HHH,enc3,hebbian_effective,enc3_end,-0.0002455116702542963,0.12751478021618437,-0.0019253585241255312,0.9999999698524221,0.18750753000695372,-7.269812870039746,1.446745576879816,
architecture,late_heavy,0,full_bp,BBB,enc1,bp_raw,final_validation_selected,1,1,1,0,22.750471241627316,13.569903968401107,22.750471241627316,0.0040410763304680585
architecture,late_heavy,0,full_bp,BBB,enc2,bp_raw,final_validation_selected,1,1,1,0,9.216420423007797,9.645622776272887,9.216420423007797,0.004534831685014069
architecture,late_heavy,0,full_bp,BBB,enc3,bp_raw,final_validation_selected,1,1,1,0,2.287816810629327,3.5942124681770036,2.287816810629327,0.004485490331426263
architecture,late_heavy,0,hybrid_hhb,HHB,enc3,bp_raw,final_validation_selected,1,1,1,0,3.3061701172222375,5.193251962015838,3.3061701172222375,0.011022107135504484
architecture,late_heavy,0,hybrid_hbb,HBB,enc2,bp_raw,final_validation_selected,1,1,1,0,3.9617611889278104,5.978882931468227,3.9617611889278104,0.0035551428189501168
architecture,late_heavy,0,hybrid_hbb,HBB,enc3,bp_raw,final_validation_selected,1,1,1,0,3.3344232266829006,5.230207224708769,3.3344232266829006,0.00514144591987133
architecture,late_heavy,1,full_hebbian,HHH,enc1,hebbian_raw,enc1_end,0.9544387315285364,5.051808393027031,0.1889301132326477,0.29840694897462894,394.3743945897833,25.959087098965625,11.502055001150648,
architecture,late_heavy,1,full_hebbian,HHH,enc1,hebbian_effective,enc1_end,0.9544834758459115,0.0025257307309935998,377.81300357557905,0.29826202806167984,360.10275802194695,25.564264476393376,11.502055001150648,
architecture,late_heavy,1,hybrid_hhb,HHB,enc1,hebbian_raw,enc1_end,0.9544387315285364,5.051808393027031,0.1889301132326477,0.29840694897462894,394.3743945897833,25.959087098965625,11.502055001150648,
architecture,late_heavy,1,hybrid_hhb,HHB,enc1,hebbian_effective,enc1_end,0.9544834758459115,0.0025257307309935998,377.81300357557905,0.29826202806167984,360.10275802194695,25.564264476393376,11.502055001150648,
architecture,late_heavy,1,hybrid_hbb,HBB,enc1,hebbian_raw,enc1_end,0.9544387315285364,5.051808393027031,0.1889301132326477,0.29840694897462894,394.3743945897833,25.959087098965625,11.502055001150648,
architecture,late_heavy,1,hybrid_hbb,HBB,enc1,hebbian_effective,enc1_end,0.9544834758459115,0.0025257307309935998,377.81300357557905,0.29826202806167984,360.10275802194695,25.564264476393376,11.502055001150648,
architecture,late_heavy,1,full_hebbian,HHH,enc2,hebbian_raw,enc2_end,0.4559928590223813,50.724220873370584,0.00898964737790564,0.8899834335902789,295.83312155431645,24.710467961077804,0.860393676177882,
architecture,late_heavy,1,full_hebbian,HHH,enc2,hebbian_effective,enc2_end,0.4558947430638024,0.025362167337534457,17.97470489762117,0.8900334676542823,292.26519647365393,24.657771017776614,0.860393676177882,
architecture,late_heavy,1,hybrid_hhb,HHB,enc2,hebbian_raw,enc2_end,0.4559928590223813,50.724220873370584,0.00898964737790564,0.8899834335902789,295.83312155431645,24.710467961077804,0.860393676177882,
architecture,late_heavy,1,hybrid_hhb,HHB,enc2,hebbian_effective,enc2_end,0.4558947430638024,0.025362167337534457,17.97470489762117,0.8900334676542823,292.26519647365393,24.657771017776614,0.860393676177882,
architecture,late_heavy,1,full_hebbian,HHH,enc3,hebbian_raw,enc3_end,0.000874805624524788,11.092109230719574,7.886738277887743e-05,0.9999996173459064,0.030380381370046828,-15.17406778667198,1.53906963264778,
architecture,late_heavy,1,full_hebbian,HHH,enc3,hebbian_effective,enc3_end,0.0008078806863770422,0.005546110822566019,0.14566553203281504,0.9999996736527491,0.030381029164707765,-15.173975183934754,1.53906963264778,
architecture,late_heavy,1,full_bp,BBB,enc1,bp_raw,final_validation_selected,1,1,1,0,54.8027169581808,17.388020900664042,54.8027169581808,0.004542284114286303
architecture,late_heavy,1,full_bp,BBB,enc2,bp_raw,final_validation_selected,1,1,1,0,33.651650774757655,15.270063733083937,33.651650774757655,0.004100819248706102
architecture,late_heavy,1,full_bp,BBB,enc3,bp_raw,final_validation_selected,1,1,1,0,6.851442490314552,8.357820166941357,6.851442490314552,0.0040450437273830174
architecture,late_heavy,1,hybrid_hhb,HHB,enc3,bp_raw,final_validation_selected,1,1,1,0,2.713752837986227,4.335702906388426,2.713752837986227,0.005572582175955176
architecture,late_heavy,1,hybrid_hbb,HBB,enc2,bp_raw,final_validation_selected,1,1,1,0,2.008850164228667,3.029475448739621,2.008850164228667,0.0015534238913096487
architecture,late_heavy,1,hybrid_hbb,HBB,enc3,bp_raw,final_validation_selected,1,1,1,0,2.583576441447666,4.122213157395406,2.583576441447666,0.002766412105411291
architecture,late_heavy,2,full_hebbian,HHH,enc1,hebbian_raw,enc1_end,0.9584548287360867,16.0314780212484,0.059785805629054736,0.285244352694338,753.3191862933409,28.769790286236308,5.028156685167672,
architecture,late_heavy,2,full_hebbian,HHH,enc1,hebbian_effective,enc1_end,0.9584025056740155,0.008015880642041099,119.55463610943227,0.28541830128954604,715.4484730978678,28.545783611494958,5.028156685167672,
architecture,late_heavy,2,hybrid_hhb,HHB,enc1,hebbian_raw,enc1_end,0.9584548287360867,16.0314780212484,0.059785805629054736,0.285244352694338,753.3191862933409,28.769790286236308,5.028156685167672,
architecture,late_heavy,2,hybrid_hhb,HHB,enc1,hebbian_effective,enc1_end,0.9584025056740155,0.008015880642041099,119.55463610943227,0.28541830128954604,715.4484730978678,28.545783611494958,5.028156685167672,
architecture,late_heavy,2,hybrid_hbb,HBB,enc1,hebbian_raw,enc1_end,0.9584548287360867,16.0314780212484,0.059785805629054736,0.285244352694338,753.3191862933409,28.769790286236308,5.028156685167672,
architecture,late_heavy,2,hybrid_hbb,HBB,enc1,hebbian_effective,enc1_end,0.9584025056740155,0.008015880642041099,119.55463610943227,0.28541830128954604,715.4484730978678,28.545783611494958,5.028156685167672,
architecture,late_heavy,2,full_hebbian,HHH,enc2,hebbian_raw,enc2_end,0.5440723351206992,83.34869513358383,0.006527664701886108,0.839038314868729,335.1515865384199,25.2524127959503,1.1439360266939185,
architecture,late_heavy,2,full_hebbian,HHH,enc2,hebbian_effective,enc2_end,0.544141518673946,0.04167438807310498,13.056834279676472,0.8389932814901409,333.79952072516664,25.234857087765267,1.1439360266939185,
architecture,late_heavy,2,hybrid_hhb,HHB,enc2,hebbian_raw,enc2_end,0.5440723351206992,83.34869513358383,0.006527664701886108,0.839038314868729,335.1515865384199,25.2524127959503,1.1439360266939185,
architecture,late_heavy,2,hybrid_hhb,HHB,enc2,hebbian_effective,enc2_end,0.544141518673946,0.04167438807310498,13.056834279676472,0.8389932814901409,333.79952072516664,25.234857087765267,1.1439360266939185,
architecture,late_heavy,2,full_hebbian,HHH,enc3,hebbian_raw,enc3_end,0.0006384322580005364,32.58881345023787,1.959053400241577e-05,0.9999997961875786,0.04919235934109424,-13.081023475108882,0.9247772540600945,
architecture,late_heavy,2,full_hebbian,HHH,enc3,hebbian_effective,enc3_end,0.0006301419357600623,0.016294554337739364,0.038671904122920694,0.9999998014460182,0.04919345268300393,-13.080926950549403,0.9247772540600945,
architecture,late_heavy,2,full_bp,BBB,enc1,bp_raw,final_validation_selected,1,1,1,0,16.462500221721626,12.164957938190417,16.462500221721626,0.002718208353035152
architecture,late_heavy,2,full_bp,BBB,enc2,bp_raw,final_validation_selected,1,1,1,0,7.332498943099135,8.652520090537154,7.332498943099135,0.002631606503855437
architecture,late_heavy,2,full_bp,BBB,enc3,bp_raw,final_validation_selected,1,1,1,0,5.415454866477784,7.3363494068520225,5.415454866477784,0.004056175192818046
architecture,late_heavy,2,hybrid_hhb,HHB,enc3,bp_raw,final_validation_selected,1,1,1,0,4.155095546067277,6.1858101479947845,4.155095546067277,0.005094777718186378
architecture,late_heavy,2,hybrid_hbb,HBB,enc2,bp_raw,final_validation_selected,1,1,1,0,1.2678467317698117,1.0306675546223825,1.2678467317698117,0.0012362606753595173
architecture,late_heavy,2,hybrid_hbb,HBB,enc3,bp_raw,final_validation_selected,1,1,1,0,2.696982680965388,4.308781575818069,2.696982680965388,0.00315645219758153
architecture,late_heavy,3,full_hebbian,HHH,enc1,hebbian_raw,enc1_end,0.9689992065118908,2.262898928697037,0.42821143903333053,0.24706383229830062,960.6537338465996,29.82566875099532,21.50978225194048,
architecture,late_heavy,3,full_hebbian,HHH,enc1,hebbian_effective,enc1_end,0.9693568673375544,0.0011316527776387567,856.1454967338822,0.24565508054096194,641.3482705576903,28.070939279695047,21.50978225194048,
architecture,late_heavy,3,hybrid_hhb,HHB,enc1,hebbian_raw,enc1_end,0.9689992065118908,2.262898928697037,0.42821143903333053,0.24706383229830062,960.6537338465996,29.82566875099532,21.50978225194048,
architecture,late_heavy,3,hybrid_hhb,HHB,enc1,hebbian_effective,enc1_end,0.9693568673375544,0.0011316527776387567,856.1454967338822,0.24565508054096194,641.3482705576903,28.070939279695047,21.50978225194048,
architecture,late_heavy,3,hybrid_hbb,HBB,enc1,hebbian_raw,enc1_end,0.9689992065118908,2.262898928697037,0.42821143903333053,0.24706383229830062,960.6537338465996,29.82566875099532,21.50978225194048,
architecture,late_heavy,3,hybrid_hbb,HBB,enc1,hebbian_effective,enc1_end,0.9693568673375544,0.0011316527776387567,856.1454967338822,0.24565508054096194,641.3482705576903,28.070939279695047,21.50978225194048,
architecture,late_heavy,3,full_hebbian,HHH,enc2,hebbian_raw,enc2_end,0.6732036175149424,7.255778634824902,0.09278171954257014,0.7394571575261484,153.1985546213446,21.852546678883904,0.8378908507879441,
architecture,late_heavy,3,full_hebbian,HHH,enc2,hebbian_effective,enc2_end,0.6731409423412665,0.0036279589760791035,185.38183510633357,0.7395125101613609,134.30252655349736,21.280841828691692,0.8378908507879441,
architecture,late_heavy,3,hybrid_hhb,HHB,enc2,hebbian_raw,enc2_end,0.6732036175149424,7.255778634824902,0.09278171954257014,0.7394571575261484,153.1985546213446,21.852546678883904,0.8378908507879441,
architecture,late_heavy,3,hybrid_hhb,HHB,enc2,hebbian_effective,enc2_end,0.6731409423412665,0.0036279589760791035,185.38183510633357,0.7395125101613609,134.30252655349736,21.280841828691692,0.8378908507879441,
architecture,late_heavy,3,full_hebbian,HHH,enc3,hebbian_raw,enc3_end,-0.0016070776833932185,4.68301542537791,-0.0003431715545436539,0.9999987086287895,0.03520549475137661,-14.533895480569043,0.5572282279314066,
architecture,late_heavy,3,full_hebbian,HHH,enc3,hebbian_effective,enc3_end,-0.0016039812737383956,0.0023415291471832684,-0.6849592816519714,0.999998713599695,0.03520600967192351,-14.53383196050823,0.5572282279314066,
architecture,late_heavy,3,full_bp,BBB,enc1,bp_raw,final_validation_selected,1,1,1,0,1.27707813783713,1.0621747032005073,1.27707813783713,0.0006924266210990026
architecture,late_heavy,3,full_bp,BBB,enc2,bp_raw,final_validation_selected,1,1,1,0,1.675121811768337,2.2404639361483336,1.675121811768337,0.00142550187301822
architecture,late_heavy,3,full_bp,BBB,enc3,bp_raw,final_validation_selected,1,1,1,0,4.6171413223814985,6.643731677266117,4.6171413223814985,0.0032296299794688822
architecture,late_heavy,3,hybrid_hhb,HHB,enc3,bp_raw,final_validation_selected,1,1,1,0,0.8438577276558554,-0.7373076818756451,0.8438577276558554,0.003475762018933892
architecture,late_heavy,3,hybrid_hbb,HBB,enc2,bp_raw,final_validation_selected,1,1,1,0,7.19816907636303,8.57222043493483,7.19816907636303,0.0035013913223519923
architecture,late_heavy,3,hybrid_hbb,HBB,enc3,bp_raw,final_validation_selected,1,1,1,0,1.6124736170888567,2.074926175420578,1.6124736170888567,0.0024105785274878143
architecture,late_heavy,4,full_hebbian,HHH,enc1,hebbian_raw,enc1_end,0.4265425983212107,82.78555367308967,0.005152379609831127,0.9044674735999603,458.76590485854507,26.615911339850825,2.1175412379697773,
architecture,late_heavy,4,full_hebbian,HHH,enc1,hebbian_effective,enc1_end,0.4263065004526107,0.04139283626371652,10.29841436132158,0.9045782517278265,445.5086660297504,26.48856156346621,2.1175412379697773,
architecture,late_heavy,4,hybrid_hhb,HHB,enc1,hebbian_raw,enc1_end,0.4265425983212107,82.78555367308967,0.005152379609831127,0.9044674735999603,458.76590485854507,26.615911339850825,2.1175412379697773,
architecture,late_heavy,4,hybrid_hhb,HHB,enc1,hebbian_effective,enc1_end,0.4263065004526107,0.04139283626371652,10.29841436132158,0.9045782517278265,445.5086660297504,26.48856156346621,2.1175412379697773,
architecture,late_heavy,4,hybrid_hbb,HBB,enc1,hebbian_raw,enc1_end,0.4265425983212107,82.78555367308967,0.005152379609831127,0.9044674735999603,458.76590485854507,26.615911339850825,2.1175412379697773,
architecture,late_heavy,4,hybrid_hbb,HBB,enc1,hebbian_effective,enc1_end,0.4263065004526107,0.04139283626371652,10.29841436132158,0.9045782517278265,445.5086660297504,26.48856156346621,2.1175412379697773,
architecture,late_heavy,4,full_hebbian,HHH,enc2,hebbian_raw,enc2_end,0.0006890291764451989,98.53016107433385,6.993078759494012e-06,0.9999997624221982,19.271190536995736,12.849085453599907,1.2478402210924915,
architecture,late_heavy,4,full_hebbian,HHH,enc2,hebbian_effective,enc2_end,0.0007610353434350531,0.04926527765541048,0.01544746706279969,0.9999997102149334,19.26533665758043,12.847766026172254,1.2478402210924915,
architecture,late_heavy,4,hybrid_hhb,HHB,enc2,hebbian_raw,enc2_end,0.0006890291764451989,98.53016107433385,6.993078759494012e-06,0.9999997624221982,19.271190536995736,12.849085453599907,1.2478402210924915,
architecture,late_heavy,4,hybrid_hhb,HHB,enc2,hebbian_effective,enc2_end,0.0007610353434350531,0.04926527765541048,0.01544746706279969,0.9999997102149334,19.26533665758043,12.847766026172254,1.2478402210924915,
architecture,late_heavy,4,full_hebbian,HHH,enc3,hebbian_raw,enc3_end,-0.0003483658161858026,623.0390096049952,-5.591396538779192e-07,0.9999999393124138,0.3760735458720322,-4.247272150643637,1.6892911560380783,
architecture,late_heavy,4,full_hebbian,HHH,enc3,hebbian_effective,enc3_end,-0.0003168454177317385,0.3114956104661809,-0.0010171745826635117,0.9999999497962765,0.37632191681408317,-4.244404878341626,1.6892911560380783,
architecture,late_heavy,4,full_bp,BBB,enc1,bp_raw,final_validation_selected,1,1,1,0,0.02845489407276766,-15.458430267732144,0.02845489407276766,0.00201678462093696
architecture,late_heavy,4,full_bp,BBB,enc2,bp_raw,final_validation_selected,1,1,1,0,0.053271724104008586,-12.735032473349314,0.053271724104008586,0.004940456282347441
architecture,late_heavy,4,full_bp,BBB,enc3,bp_raw,final_validation_selected,1,1,1,0,0.14200931128378633,-8.476831788099613,0.14200931128378633,0.005745757110416889
architecture,late_heavy,4,hybrid_hhb,HHB,enc3,bp_raw,final_validation_selected,1,1,1,0,0.7823691975319974,-1.0658825638663225,0.7823691975319974,0.022022160072810947
architecture,late_heavy,4,hybrid_hbb,HBB,enc2,bp_raw,final_validation_selected,1,1,1,0,1.568929533765629,1.9560343830715035,1.568929533765629,0.0037757873442023993
architecture,late_heavy,4,hybrid_hbb,HBB,enc3,bp_raw,final_validation_selected,1,1,1,0,1.3221043333069056,1.2126572866819674,1.3221043333069056,0.004510073121637106
