case,seed,method,layer,representation_layer,rule,alignment,update_snr_linear,winner_entropy,winner_coverage_ratio,effective_rank,linear_probe_cv_accuracy
balanced,0,HHB,enc3,z,bp_raw,1,8.051443634500703,0.857835240168876,0.765625,11.822025073827069,0.884
balanced,0,HBB,enc2,h2,bp_raw,1,3.2968468977132677,0.9530462268397546,1,4.766046473475738,0.9145000000000001
balanced,0,HBB,enc3,z,bp_raw,1,2.4233853463156945,0.8855149297459567,0.828125,18.079015880433367,0.85
balanced,1,HHH,enc1,h1,hebbian_raw,0.33544189322147794,505.57435594248255,0.5673349039212929,0.9375,1.2575590929357559,0.8880000000000001
balanced,1,HHH,enc1,h1,hebbian_effective,0.3354160064780697,497.1249026835664,0.5673349039212929,0.9375,1.2575590929357559,0.8880000000000001
balanced,1,HHB,enc1,h1,hebbian_raw,0.33544189322147794,505.57435594248255,0.5673349039212929,0.9375,1.2575590929357559,0.8880000000000001
balanced,1,HHB,enc1,h1,hebbian_effective,0.3354160064780697,497.1249026835664,0.5673349039212929,0.9375,1.2575590929357559,0.8880000000000001
balanced,1,HBB,enc1,h1,hebbian_raw,0.33544189322147794,505.57435594248255,0.5673349039212929,0.9375,1.2575590929357559,0.8880000000000001
balanced,1,HBB,enc1,h1,hebbian_effective,0.3354160064780697,497.1249026835664,0.5673349039212929,0.9375,1.2575590929357559,0.8880000000000001
balanced,1,HHH,enc2,h2,hebbian_raw,0.0425865170461015,0.019091477197045716,0.41223654908450136,0.3125,1.0254568896561254,0.899
balanced,1,HHH,enc2,h2,hebbian_effective,0.041935509542549716,0.01909550588032193,0.41223654908450136,0.3125,1.0254568896561254,0.899
balanced,1,HHB,enc2,h2,hebbian_raw,0.0425865170461015,0.019091477197045716,0.41223654908450136,0.3125,1.0254568896561254,0.899
balanced,1,HHB,enc2,h2,hebbian_effective,0.041935509542549716,0.01909550588032193,0.41223654908450136,0.3125,1.0254568896561254,0.899
balanced,1,HHH,enc3,z,hebbian_raw,-0.0005787460255406012,2.3040349197755545,0.4678924870096007,0.109375,1.0164628614639042,0.8555000000000001
balanced,1,HHH,enc3,z,hebbian_effective,-0.0003290187266096823,2.3071834593666467,0.4678924870096007,0.109375,1.0164628614639042,0.8555000000000001
balanced,1,BBB,enc1,h1,bp_raw,1,1.506294677298877,0.7249345626062277,0.9375,1.6143505808004492,0.907
balanced,1,BBB,enc2,h2,bp_raw,1,2.1295903481396903,0.9530772220222704,1,4.006885315410282,0.9215
balanced,1,BBB,enc3,z,bp_raw,1,5.482630913792094,0.9021154829593594,0.84375,21.026661413267036,0.859
balanced,1,HHB,enc3,z,bp_raw,1,7.578053957470441,0.8127149411680655,0.734375,11.603221924223355,0.8724999999999999
balanced,1,HBB,enc2,h2,bp_raw,1,1.8111148416519587,0.9489979754952164,1,4.745434564941,0.9155
balanced,1,HBB,enc3,z,bp_raw,1,3.7015249767103704,0.8891700726256357,0.875,20.169725838392964,0.8625
balanced,2,HHH,enc1,h1,hebbian_raw,0.22936877903044836,425.01599365390695,0.5563920935811798,0.8125,1.3549779644806463,0.8959999999999999
balanced,2,HHH,enc1,h1,hebbian_effective,0.22939679408625802,416.86556337247293,0.5563920935811798,0.8125,1.3549779644806463,0.8959999999999999
balanced,2,HHB,enc1,h1,hebbian_raw,0.22936877903044836,425.01599365390695,0.5563920935811798,0.8125,1.3549779644806463,0.8959999999999999
balanced,2,HHB,enc1,h1,hebbian_effective,0.22939679408625802,416.86556337247293,0.5563920935811798,0.8125,1.3549779644806463,0.8959999999999999
balanced,2,HBB,enc1,h1,hebbian_raw,0.22936877903044836,425.01599365390695,0.5563920935811798,0.8125,1.3549779644806463,0.8959999999999999
balanced,2,HBB,enc1,h1,hebbian_effective,0.22939679408625802,416.86556337247293,0.5563920935811798,0.8125,1.3549779644806463,0.8959999999999999
balanced,2,HHH,enc2,h2,hebbian_raw,0.012317054516570365,0.01381880734378337,0.41421680998802995,0.4375,1.036049377312031,0.9030000000000001
balanced,2,HHH,enc2,h2,hebbian_effective,0.009900409640685672,0.013821606417463451,0.41421680998802995,0.4375,1.036049377312031,0.9030000000000001
balanced,2,HHB,enc2,h2,hebbian_raw,0.012317054516570365,0.01381880734378337,0.41421680998802995,0.4375,1.036049377312031,0.9030000000000001
balanced,2,HHB,enc2,h2,hebbian_effective,0.009900409640685672,0.013821606417463451,0.41421680998802995,0.4375,1.036049377312031,0.9030000000000001
balanced,2,HHH,enc3,z,hebbian_raw,0.0008418891463954116,1.3744181325797098,0.4678924870096007,0.109375,1.013705139950528,0.827
balanced,2,HHH,enc3,z,hebbian_effective,0.00039580959605551105,1.3758763126575315,0.4678924870096007,0.109375,1.013705139950528,0.827
balanced,2,BBB,enc1,h1,bp_raw,1,35.94485132003092,0.6834757844974378,1,1.8577058918078633,0.8944999999999999
