case,seed,method,layer,representation_layer,rule,alignment,update_snr_linear,winner_entropy,winner_coverage_ratio,effective_rank,linear_probe_cv_accuracy
late_heavy,2,HHB,enc1,h1,hebbian_effective,0.9584025056740155,715.4484730978678,0.6781110158615027,1,1.4266983896100744,0.8809999999999999
late_heavy,2,HBB,enc1,h1,hebbian_raw,0.9584548287360867,753.3191862933409,0.6781110158615027,1,1.4266983896100744,0.8809999999999999
late_heavy,2,HBB,enc1,h1,hebbian_effective,0.9584025056740155,715.4484730978678,0.6781110158615027,1,1.4266983896100744,0.8809999999999999
late_heavy,2,HHH,enc2,h2,hebbian_raw,0.5440723351206992,335.1515865384199,0.8086512286347333,1,1.8015194769314944,0.883
late_heavy,2,HHH,enc2,h2,hebbian_effective,0.544141518673946,333.79952072516664,0.8086512286347333,1,1.8015194769314944,0.883
late_heavy,2,HHB,enc2,h2,hebbian_raw,0.5440723351206992,335.1515865384199,0.8086512286347333,1,1.8015194769314944,0.883
late_heavy,2,HHB,enc2,h2,hebbian_effective,0.544141518673946,333.79952072516664,0.8086512286347333,1,1.8015194769314944,0.883
late_heavy,2,HHH,enc3,z,hebbian_raw,0.0006384322580005364,0.04919235934109424,0.4678924870096007,0.109375,1.0327818778506237,0.7550000000000001
late_heavy,2,HHH,enc3,z,hebbian_effective,0.0006301419357600623,0.04919345268300393,0.4678924870096007,0.109375,1.0327818778506237,0.7550000000000001
late_heavy,2,BBB,enc1,h1,bp_raw,1,16.462500221721626,0.5570721939392101,1,1.2175025056702629,0.8865000000000001
late_heavy,2,BBB,enc2,h2,bp_raw,1,7.332498943099135,0.9240288673829826,1,4.238097344907346,0.915
late_heavy,2,BBB,enc3,z,bp_raw,1,5.415454866477784,0.8379717991982104,0.625,17.211913830124864,0.8825
