sweep,case,seed,method_id,method,noise_type,severity,accuracy,macro_f1,classification_ce,system_reconstruction_mse,standardized_reconstruction_mse,representation_cosine,prediction_js_divergence,num_samples,num_pixels,sample_ids_sha256,accuracy_absolute_degradation,accuracy_relative_degradation,macro_f1_absolute_degradation,system_reconstruction_mse_increase,standardized_reconstruction_mse_increase
dimension,L64,0,hybrid_hbb,HBB,pixel_masking,0.4,0.8478,0.8453574710798624,0.479493111371994,0.030112345722743444,0.031823765828658125,0.9734832048416138,0.04949585348367691,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.0665,0.07273323854314777,0.0676389540243082,0.02677170125416347,0.028441777993221673
dimension,L64,1,full_bp,BBB,gaussian,0.4,0.6669,0.649095060311847,0.9613147377967834,0.033902529665888574,0.033366419153797386,0.9329267740249634,0.1613691747188568,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.249,0.2718637405830331,0.26567283368776473,0.03078084945776025,0.03014485624323086
dimension,L64,1,full_bp,BBB,salt_pepper,0.4,0.3992,0.3734757567625416,2.231196403503418,0.05840900458511041,0.057743832537592674,0.8965407013893127,0.32392409443855286,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.5167,0.5641445572660772,0.5412921372370703,0.05528732437698208,0.05452226962702615
dimension,L64,1,full_bp,BBB,pixel_masking,0.4,0.8512,0.8491239563588368,0.46714264154434204,0.028219545843163316,0.028462052633324447,0.9742698073387146,0.046280547976493835,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.06470000000000009,0.0706408996615352,0.06564393764077503,0.02509786563503499,0.02524048972275792
dimension,L64,1,full_hebbian,HHH,gaussian,0.4,0.2962,0.23445182409760212,5.397826194763184,0.08135372247501295,0.08086541701336296,0.999626874923706,0.42089515924453735,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.6103999999999999,0.6732848003529671,0.670964968341943,0.06474514578605184,0.06426972565553626
dimension,L64,1,full_hebbian,HHH,salt_pepper,0.4,0.2228,0.1579277400157475,7.413943767547607,0.11213117417316047,0.11136739185878208,0.9994563460350037,0.4845382869243622,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.6838,0.7542466357820428,0.7474890524237976,0.09552259748419936,0.09477170050095537
dimension,L64,1,full_hebbian,HHH,pixel_masking,0.4,0.8069,0.80556362082867,0.5892175436019897,0.03944500795481156,0.03850544336669299,0.9999375939369202,0.07178482413291931,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.09970000000000001,0.10997132142069271,0.09985317161087515,0.022836431265850454,0.021909752008866287
dimension,L64,1,hybrid_hhb,HHB,gaussian,0.4,0.459,0.43582681668455886,2.807598829269409,0.052331351556583326,0.06895376079325773,0.8917701244354248,0.2975982129573822,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.4573,0.49907235621521334,0.4792364146576587,0.04742720856763879,0.06416656961830294
dimension,L64,1,hybrid_hhb,HHB,salt_pepper,0.4,0.3738,0.29882745793909915,4.320461750030518,0.07525573060171944,0.09354425793083347,0.8636949062347412,0.36616361141204834,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.5425,0.5920550038197097,0.6162357734031184,0.07035158761277491,0.08875706675587869
dimension,L64,1,hybrid_hhb,HHB,pixel_masking,0.4,0.8167,0.8161773050480386,0.5540758967399597,0.03559675661982322,0.034147807031748245,0.9731719493865967,0.0698615163564682,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.09960000000000002,0.10869802466441124,0.09888592629417892,0.03069261363087868,0.029360615856793462
dimension,L64,1,hybrid_hbb,HBB,gaussian,0.4,0.6473,0.6430740071295883,1.0102914571762085,0.03338767957103496,0.03372037106728067,0.9335256814956665,0.1708202362060547,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.2702,0.29449591280653953,0.2734012929271783,0.03027011023686857,0.03053083524606666
dimension,L64,1,hybrid_hbb,HBB,salt_pepper,0.4,0.3651,0.29758710419145995,3.503396511077881,0.059916501718637896,0.06160659215498944,0.8977751731872559,0.3599696159362793,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.5524,0.6020708446866485,0.6188881958653066,0.05679893238447151,0.058417056333775426
dimension,L64,1,hybrid_hbb,HBB,pixel_masking,0.4,0.8479,0.8481846582526099,0.4782562553882599,0.03195172896093252,0.03438887706678741,0.9723455905914307,0.04989513382315636,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.0696,0.075858310626703,0.06829064180415667,0.02883415962676613,0.031199341245573393
dimension,L64,2,full_bp,BBB,gaussian,0.4,0.5002,0.4549468490483816,1.6903369426727295,0.034630698316924426,0.03553817883705606,0.9112914800643921,0.2616150975227356,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.4185,0.45553499510177425,0.46239894474727433,0.03179425696037254,0.03279336874022776
dimension,L64,2,full_bp,BBB,salt_pepper,0.4,0.2916,0.2127726679771002,3.8032655715942383,0.06084072896996323,0.06286027770528987,0.8639359474182129,0.41616830229759216,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.6271,0.6825949711548928,0.7045731258185557,0.058004287613411344,0.06011546760846157
dimension,L64,2,full_bp,BBB,pixel_masking,0.4,0.8466,0.8432297390601026,0.47430258989334106,0.02575222242705676,0.027981052149558552,0.971393346786499,0.050053343176841736,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.07209999999999994,0.07848046152171541,0.07411605473555338,0.02291578107050487,0.025236242052730246
