sweep,case,method,layer,rule,alignment_mean,alignment_sd,alignment_ci_low,alignment_ci_high,norm_ratio_mean,norm_ratio_sd,norm_ratio_ci_low,norm_ratio_ci_high,alpha_star_mean,alpha_star_sd,alpha_star_ci_low,alpha_star_ci_high,scale_matched_bias_mean,scale_matched_bias_sd,scale_matched_bias_ci_low,scale_matched_bias_ci_high,update_snr_linear_mean,update_snr_linear_sd,update_snr_linear_ci_low,update_snr_linear_ci_high,matched_bp_snr_linear_mean,matched_bp_snr_linear_sd,matched_bp_snr_linear_ci_low,matched_bp_snr_linear_ci_high
architecture,balanced,HHH,enc2,hebbian_raw,0.0363428992533642,0.04122601095852626,0.00829398355990561,0.07178293314281266,4.483744743227666,1.145595525816172,3.5209410695275167,5.323142302504306,0.007530789724061819,0.008641218439895852,0.0015602227012241053,0.015251759299137935,0.9986569993879296,0.00215744962217025,0.9967146765007164,0.9998467592910674,0.018063520445803376,0.004417813446034807,0.014692279179227625,0.02162979366299081,0.8872811065814439,0.27785042676275057,0.6821785224147189,1.097917136731045
architecture,balanced,HHH,enc3,hebbian_effective,4.5907426600572196e-05,0.00027561815626138164,-0.00019045856015263542,0.00024443843344648056,0.5687118577582264,0.182316424008465,0.43317192075414523,0.7042517947623075,0.000146210455023356,0.000523636733510152,-0.00024515398685402023,0.0005459304088081168,0.9999999685537009,3.2927667784438124e-08,0.9999999405315613,0.9999999921952674,1.2933289955107004,0.6003371680828091,0.9196107852391648,1.8323858175384646,3.5005385495500816,2.4103170046439097,1.8138482773882494,5.544987602967662
architecture,balanced,HHH,enc3,hebbian_raw,-8.250900635166726e-05,0.0005483193757449758,-0.0004472712586156631,0.0003927874595196273,1138.3326435640477,365.122504188263,866.8448829967762,1409.8204041313193,-1.6536644685081313e-08,5.697163489236237e-07,-3.560461299385988e-07,4.846828030472099e-07,0.999999876328056,1.4405735840152817e-07,0.9999997525678486,0.9999999763180124,1.2918032138889737,0.5993906672432041,0.91871697328999,1.8301306015757213,3.5005385495500816,2.4103170046439097,1.8138482773882494,5.544987602967662
architecture,early_heavy,BBB,enc1,bp_raw,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,20.53954968692993,24.29763739892517,5.135333259852649,41.99349931083833,20.53954968692993,24.29763739892517,5.135333259852649,41.99349931083833
architecture,early_heavy,BBB,enc2,bp_raw,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,11.013988251676768,11.002553874403045,3.846087209805886,20.82501683975727,11.013988251676768,11.002553874403045,3.846087209805886,20.82501683975727
architecture,early_heavy,BBB,enc3,bp_raw,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.883068641639554,2.0930683230962353,4.646116118311521,7.752883832252216,5.883068641639554,2.0930683230962353,4.646116118311521,7.752883832252216
architecture,early_heavy,HBB,enc1,hebbian_effective,0.279680516205764,0.0690606675744556,0.22558008262024423,0.3337809497912838,0.07917983921922016,0.023626603895144836,0.06267154716510442,0.09823150942685574,3.7878465473791487,1.230401563142923,2.6808936800144663,4.511091362050172,0.9579412804939078,0.019738817041682295,0.9423266226263289,0.9735559383614867,461.6771976753463,32.98912391602825,435.5160100405809,486.0790860950307,1.503484280942698,0.732320876420574,0.8914201141332165,2.0424064469506122
architecture,early_heavy,HBB,enc1,hebbian_raw,0.27967926040668994,0.06904182173178808,0.22560608749737154,0.33375243331600835,158.35916452942985,47.25276470876564,125.34290119889124,196.4618299091182,0.0018940460000459625,0.0006154344664838763,0.0013401129668783145,0.00225607386019952,0.9579429608928273,0.01972865769253252,0.9423381961109085,0.9735477256747462,463.85740336304053,33.051742824458465,437.674186299649,488.3019380547271,1.503484280942698,0.732320876420574,0.8914201141332165,2.0424064469506122
architecture,early_heavy,HBB,enc2,bp_raw,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7.1258204236737175,6.602626813165935,3.360549063125019,13.161521417889421,7.1258204236737175,6.602626813165935,3.360549063125019,13.161521417889421
architecture,early_heavy,HBB,enc3,bp_raw,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.158250984718562,2.2767989564611324,4.343982836485563,8.131640933008246,6.158250984718562,2.2767989564611324,4.343982836485563,8.131640933008246
