sweep,case,seed,method_id,method,layer,layer_rule,channel_observation_axis,channel_feature_axis,activation_sparsity,active_neuron_ratio,dead_unit_ratio,winner_coverage_ratio,winner_entropy,max_winner_share,effective_rank,stable_rank,rank_ratio,numerical_rank,pca_components,pca_explained_variance_ratio_sum,linear_probe_cv_accuracy,knn_cv_accuracy,within_class_mean_distance,between_class_mean_centroid_distance,between_within_scatter_ratio,silhouette_score,closest_centroid_class_a,closest_centroid_class_b,closest_centroid_distance,within_class_covariance_participation_rank,between_class_covariance_participation_rank,source_shape,sample_geometry_shape,channel_observation_shape,per_class_effective_rank,spectrum
architecture,balanced,2,hybrid_hbb,HBB,z,bp,sample_x_spatial_location,channel,0.0065859375,1,0,0.984375,0.9149002938537752,0.07807142857142857,22.321971991952694,7.843634246433911,0.34878081237426084,64,50,0.9619391190353781,0.8654999999999999,0.9209999999999999,6.574209132097573,3.292920345330244,0.10885488815134281,-0.03256836336576586,4,9,2.515010142067874,47.13977055764098,8.169184952177169,"[2000, 64, 1, 1]","[2000, 64]","[2000, 64]","{""0"": 18.89521431914322, ""1"": 8.375965354002684, ""2"": 23.721740381055092, ""3"": 22.848630956227204, ""4"": 21.628368030535697, ""5"": 20.10759635233491, ""6"": 18.347925362856405, ""7"": 18.498302967721884, ""8"": 23.380544792153515, ""9"": 18.80029988182326}","[74.51716886806429, 48.95417731140107, 37.87658570343187, 34.74743421978448, 26.721281883609336, 26.12997890040938, 20.322066140491305, 19.428906347236307, 17.976576529525662, 16.43259983426147, 14.929169550349172, 13.548860064024877, 12.863850251356546, 12.106785733230257, 10.707614889958045, 10.351345479419674, 9.816931018914056, 9.056544085394785, 8.722554064710206, 7.874536438272273, 7.634544050818728, 7.395837389550124, 7.124539634322005, 6.951541209296571, 6.511234339075059, 6.265259061005932, 5.65668819685813, 5.512680623683081, 5.3670200408038315, 4.966309276317885, 4.938392384442662, 4.623486785868539, 4.48055031104196, 4.154031808919709, 3.88379613672438, 3.7963838277256428, 3.5615453414237335, 3.5321981431369363, 3.4696682019826763, 3.294373073826304, 3.1076808444514272, 2.995193215089681, 2.9173397406188073, 2.7145480088833676, 2.6345248704250706, 2.4878250679533336, 2.4682298086619707, 2.3103829374584826, 2.241192726672191, 2.204757474428706, 2.1422205967301884, 1.9959062544602093, 1.8946652095467056, 1.8692644907374534, 1.7799130575611022, 1.688573685593455, 1.6000788550508633, 1.5360366968308559, 1.4812125674713374, 1.405021245711085, 1.349020527003984, 1.2474352195277711, 1.1495026677003293, 1.0598447616105993]"
architecture,balanced,3,full_bp,BBB,z,bp,sample_x_spatial_location,channel,0.05346875,0.953125,0.046875,0.953125,0.90421904349602,0.0565,21.513318046362755,7.401716331461516,0.33614559447441805,61,50,0.968280149390921,0.857,0.9219999999999999,6.5715511644901845,3.309446628290287,0.11006711170719673,-0.03184596937641547,4,9,2.54434807581457,47.083467250002336,8.17917246692279,"[2000, 64, 1, 1]","[2000, 64]","[2000, 64]","{""0"": 18.83725113553211, ""1"": 8.34121430719008, ""2"": 23.264734067084486, ""3"": 23.191649406114223, ""4"": 21.727250248729245, ""5"": 20.93059850678683, ""6"": 18.942120749470778, ""7"": 18.812467877033377, ""8"": 23.868198521663764, ""9"": 19.11047217721746}","[131.75590417242285, 74.50022036724674, 67.6651315421161, 57.36525352656827, 47.7002202446899, 41.533208320737344, 34.534357552074155, 32.73852833649327, 30.564657496350858, 28.001870217869385, 25.21627610147641, 24.30300212948826, 23.06578593772983, 19.75138005942535, 18.649708131066745, 16.973466008424715, 15.974154505432566, 15.658320144575217, 14.059245277229474, 13.296086490635677, 12.657046543911193, 12.131672185845341, 11.459098008733205, 10.765620399863122, 10.396713949381196, 9.905164776715779, 9.724255713845855, 9.272561755593578, 8.622129917975201, 8.319647466596567, 7.663524985886223, 7.463929412997962, 7.320764060779625, 6.907660445978883, 6.486691250880839, 6.115902768155994, 6.087858645476913, 5.884792682217893, 5.384373261636082, 5.201529570859163, 5.095892097355979, 4.876361072761024, 4.812554811163061, 4.562085281439501, 4.254308977415472, 4.1467039490333155, 4.102036746681395, 4.047836139184167, 3.7590841476512096, 3.5762482498937573, 3.4514677778301515, 3.365620515973562, 3.239962369729007, 3.045719837159584, 2.9756150230600196, 2.861130021294126, 2.675943353231941, 2.6350203699897237, 2.4330368321484315, 2.141292066748235, 2.084193674373209, 1.661387397063407e-16, 0.0, 0.0]"
architecture,balanced,3,full_hebbian,HHH,z,hebbian,sample_x_spatial_location,channel,0.5300078125,0.953125,0.046875,0.109375,0.4678924870096007,0.14285714285714285,1.013859982719699,1.0069085638391078,0.015841562229995297,55,50,0.9999962663948736,0.8344999999999999,0.8170000000000002,6.422257430713544,3.2272594328979003,0.10465082527202595,-0.0248329372227515,4,9,2.06694614878465,47.2598579187649,7.9438996391470456,"[2000, 64, 1, 1]","[2000, 64]","[2000, 64]","{""0"": 14.444991184764662, ""1"": 7.806893784003203, ""2"": 20.017091460163176, ""3"": 18.276770725020068, ""4"": 18.740406868959013, ""5"": 17.88275077784613, ""6"": 18.367829953456816, ""7"": 17.052227458088698, ""8"": 21.48176771958343, ""9"": 18.31038070507708}","[428.8319785597608, 0.5501851189108461, 0.48620207929154846, 0.3810392601458151, 0.27334361494410964, 0.24808967077143934, 0.12063114786971606, 0.11504888677706869, 0.10063498065968951, 0.07703384793968998, 0.06929444787534822, 0.06212817671316731, 0.04307134022746377, 0.03779736599957541, 0.03494107698635557, 0.034306000094780624, 0.03205521843147248, 0.02742304880412175, 0.02235694840623309, 0.0212678252019471, 0.01892732160171854, 0.0177182591418415, 0.015475597503947253, 0.014857846015904737, 0.012633917201928377, 0.011949562513304876, 0.011866052224318515, 0.01094474971395489, 0.010314333643320446, 0.009814474400429226, 0.009308907626992345, 0.008706342394962168, 0.007904982332907378, 0.0076543603084122626, 0.006753252768341492, 0.006612561937082944, 0.006041566909697727, 0.005497386969414006, 0.005149050833217857, 0.004890037741178277, 0.003651168011573589, 0.0029952835046830177, 0.00277990308671337, 0.002537458645258993, 0.0022067645133446775, 0.0017835871191671277, 0.0013591773717881177, 0.0013265262367411449, 0.0012980547757321832, 0.0011859483637643624, 0.0010342458805308989, 0.0002783819340645697, 0.00025395104728772786, 5.202619226754809e-05, 3.614795011737123e-09, 5.511490758778194e-15, 1.9643458612557076e-15, 9.746693356587445e-18, 6.128455673112128e-18, 2.662764300608359e-18, 0.0, 0.0, 0.0, 0.0]"
architecture,balanced,3,hybrid_hhb,HHB,z,bp,sample_x_spatial_location,channel,0.1753671875,0.84375,0.15625,0.84375,0.8627925024841373,0.07814285714285714,11.51100340441283,4.103986953265723,0.17985942819395048,54,50,0.9938080955762416,0.8714999999999999,0.9155000000000001,6.561016376440002,3.306604770498489,0.10991625063419964,-0.03268458585664599,4,9,2.453079665618304,47.07263448897006,8.133572282315093,"[2000, 64, 1, 1]","[2000, 64]","[2000, 64]","{""0"": 18.802598010055583, ""1"": 7.938751514143322, ""2"": 23.256490686048807, ""3"": 22.72418627601199, ""4"": 21.35366364888688, ""5"": 20.117689400764988, ""6"": 17.833164116348474, ""7"": 17.65356972701616, ""8"": 23.894594088216706, ""9"": 18.877059028014557}","[98.58612089430602, 34.13028478564543, 27.606557379723515, 24.20719488444225, 23.297318539697752, 15.401218605978807, 13.351644241758313, 12.730556080196246, 11.872530518102892, 10.075506476526632, 9.760961072811142, 8.213988314800424, 7.49357666167904, 7.247027864869636, 6.488231179264917, 5.991405981722174, 5.57235930939585, 5.183027306052645, 4.840287659316168, 4.470647318482624, 4.432403929031796, 4.070456570656388, 3.865205228835129, 3.643746793281805, 3.507970538689196, 3.3409829218663805, 2.9443587082413583, 2.8925729129198987, 2.8418351566522064, 2.7034660460850612, 2.5846469463938075, 2.23788114277061, 2.1989545296888617, 1.984343752409123, 1.9543873572652093, 1.9127522805283876, 1.7471310240420046, 1.6648439186270851, 1.6086320748755978, 1.5438482433947336, 1.517433536123793, 1.433055059172035, 1.3360304571681065, 1.2808359010515125, 1.2178925675723813, 1.185450350615998, 1.0288430009805893, 1.0131004085140336, 0.9894336301110216, 0.8880447525310163, 0.8722462879958606, 0.7046533514574734, 0.5573047971544911, 0.3709646718338698, 8.044982917659815e-16, 4.96528209604851e-16, 4.621907495244643e-16, 2.527620841256308e-16, 6.006026070769504e-17, 4.2003258890944925e-17, 0.0, 0.0, 0.0, 0.0]"
architecture,balanced,3,hybrid_hbb,HBB,z,bp,sample_x_spatial_location,channel,0.036046875,0.984375,0.015625,0.96875,0.9194456461891355,0.0575,20.788990354627803,6.950423089379907,0.3248279742910594,63,50,0.966679967707023,0.86,0.9259999999999999,6.569059812515432,3.3042785618874877,0.1096918240150329,-0.03495694021580994,4,9,2.5287616315607626,47.10046665987622,8.174902032769886,"[2000, 64, 1, 1]","[2000, 64]","[2000, 64]","{""0"": 18.735454235263788, ""1"": 8.213427066193693, ""2"": 23.220003964151147, ""3"": 22.624278377450576, ""4"": 21.519099811365024, ""5"": 20.471939909276298, ""6"": 18.443720921678658, ""7"": 18.509823735255583, ""8"": 23.808111239339215, ""9"": 19.058283177098588}","[86.20459624636172, 44.779659334224256, 40.21301766621728, 36.183806802738026, 27.98128014499696, 25.9922318928528, 21.353293667227163, 20.414117210520747, 18.043824945887902, 16.72269862196491, 15.368499694609243, 13.981228165320207, 13.006023557355954, 11.926808481504041, 10.617740729371736, 10.22285182821455, 10.005380533132138, 9.65835286595969, 8.458924316144849, 8.056888839457558, 7.686539438246793, 7.51354189738723, 6.997170697731143, 6.688420560946162, 6.395984702263615, 6.144580226910831, 6.005907553649545, 5.69468418796011, 5.392879989786092, 5.074913615641231, 4.891180732588722, 4.722438291928973, 4.384634183943128, 4.23075706777225, 4.012211747786989, 3.885057435030393, 3.614498512491874, 3.511272317944148, 3.3851226528640073, 3.3303331008540202, 3.218494236534364, 3.08722813359111, 2.9325183332887033, 2.8419601104794654, 2.667137384362861, 2.552741772251612, 2.367525156722933, 2.3515528161483408, 2.2313857500795953, 2.2093708179704583, 2.1602878456914985, 2.0317225228028133, 1.94688283652739, 1.8875969975882139, 1.766018311190239, 1.6901712047764852, 1.652074861133891, 1.6481175098859164, 1.4646129221455129, 1.3496531592688654, 1.1733013972731343, 1.0042242617994235, 0.1704833620830939, 5.925639211068418e-16]"
architecture,balanced,4,full_bp,BBB,z,bp,sample_x_spatial_location,channel,0.348078125,0.65625,0.34375,0.65625,0.8464390024338864,0.06778571428571428,15.708266059575005,5.790863504860992,0.24544165718085945,42,50,0.9999997497070723,0.867,0.931,6.172579301610924,3.2967393985222877,0.10915299447168211,-0.004912559379007968,4,9,2.591554166009843,47.099322885448004,8.104936017685903,"[2000, 64, 1, 1]","[2000, 64]","[2000, 64]","{""0"": 16.700427088270807, ""1"": 7.264541470116524, ""2"": 17.64397618793767, ""3"": 20.9105835152772, ""4"": 18.854608857594112, ""5"": 15.987738986250315, ""6"": 12.879488350841672, ""7"": 12.384403317474883, ""8"": 20.290831360008024, ""9"": 12.554008036161841}","[267.7008565883368, 136.93064037650223, 120.70687232219528, 108.84442707104152, 80.25816310617104, 68.48529426925793, 64.00199806910967, 55.82539667536148, 51.40509053196059, 47.99271990096372, 43.44435462657134, 38.129725487783865, 36.31829055812495, 32.62384249177815, 31.64048564383597, 28.049175442281193, 27.196756882986033, 23.89267733179582, 21.8102940545581, 21.023051163341503, 20.510863387395787, 18.871876804250004, 17.38600834242054, 15.750367080477867, 15.159905153662898, 14.60774317127206, 13.191876680331593, 12.650468929976867, 11.600654085389493, 11.380052580931043, 11.0805594911058, 10.139130201253352, 9.502379420758015, 8.952292349346378, 8.105951012764704, 7.9375182442970145, 7.109956961774688, 6.869581215274155, 6.526275657255737, 6.062848625326815, 5.746148220243999, 4.796550427959786, 2.0176138925136548e-14, 8.618083058815642e-15, 4.844229052398564e-15, 2.3926368747192534e-15, 9.377046621429296e-16, 8.735884129768498e-16, 1.1390578247981187e-16, 3.336755919495037e-31, 9.135501665655825e-32, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
architecture,balanced,4,full_hebbian,HHH,z,hebbian,sample_x_spatial_location,channel,0.4473359375,0.96875,0.03125,0.109375,0.4678924870096007,0.14285714285714285,1.0185098946747102,1.0092171320018515,0.015914217104292347,56,50,0.9999969173220506,0.8535,0.8154999999999999,6.444843441453527,3.219479531708491,0.10376099178733131,-0.04450806114795881,4,9,2.221792722285584,47.3469698800176,8.058622606415687,"[2000, 64, 1, 1]","[2000, 64]","[2000, 64]","{""0"": 16.158712267404706, ""1"": 7.104987299556595, ""2"": 21.56874690635328, ""3"": 20.44460260209804, ""4"": 17.864435884911405, ""5"": 19.21292239056305, ""6"": 19.01371190703064, ""7"": 19.623559410309984, ""8"": 24.01183148614903, ""9"": 17.095494881630295}","[861.2233987462463, 1.7909614575660764, 1.1437446021262265, 0.8833101646199939, 0.7580788288795792, 0.5505122316435986, 0.4898052422771993, 0.3405360008515747, 0.2985945647172094, 0.2239322577459628, 0.19446737424503424, 0.15944002617602, 0.10043053590599292, 0.09856719950681996, 0.08466549688958463, 0.0695556839298319, 0.06626182989104791, 0.05974657336540697, 0.05804631315373705, 0.05148379939363538, 0.04552053429392916, 0.04012112520457972, 0.03630647078730653, 0.03476897317407392, 0.030155646198588838, 0.029053654355101623, 0.025340564546944187, 0.024624367617414926, 0.02189858805678705, 0.021558011475574554, 0.01889441315270639, 0.018303438592507163, 0.016223083022804233, 0.015541607120341229, 0.01434992750057192, 0.013039918160453018, 0.012813021338692297, 0.012484563416959072, 0.012225041626358346, 0.0111733768045264, 0.009779099813969775, 0.008566133075700371, 0.007790143111209865, 0.006303687290160348, 0.0059762594003567445, 0.005391050352432035, 0.005106864753807001, 0.0040055798195040996, 0.0034970740413528224, 0.0023043897094884233, 0.000952412351245987, 0.0009408994214562957, 0.000773003925616917, 8.601621311850815e-05, 3.6210458466298296e-07, 2.646126315007153e-07, 1.1674504302826433e-16, 7.325429625231297e-18, 2.983763257025697e-18, 1.1966909115420678e-18, 5.476581248765161e-19, 0.0, 0.0, 0.0]"
architecture,balanced,4,hybrid_hhb,HHB,z,bp,sample_x_spatial_location,channel,0.3347421875,0.671875,0.328125,0.671875,0.8479969731734538,0.07235714285714286,10.325556901814611,3.8332946139805646,0.1613368265908533,43,50,0.9999997082632239,0.8825000000000001,0.9205,6.21656291980325,3.2722330808134523,0.10743696016418512,-0.020073672204040535,4,9,2.4288089941769515,47.17187926420322,8.072256185401743,"[2000, 64, 1, 1]","[2000, 64]","[2000, 64]","{""0"": 17.34207011220274, ""1"": 6.479550307352983, ""2"": 17.48958299598623, ""3"": 16.242620172325086, ""4"": 19.123986505502163, ""5"": 15.593361465859873, ""6"": 17.070347554685235, ""7"": 12.667838870573565, ""8"": 21.307738701375495, ""9"": 11.909967497710621}","[194.79262133704464, 62.33843237838264, 54.658914850946886, 48.10855520218497, 40.94716679660452, 29.76728663470894, 27.036623880548166, 24.636929921512916, 20.055100881698884, 19.391726257876506, 19.061637296903864, 16.559872769302302, 14.346021775140477, 13.033982783866762, 12.741379111654341, 11.730261082723723, 10.890283029504673, 9.965258807077209, 8.995326455452737, 8.732987265037574, 8.248179975245343, 7.624215002566497, 6.769594595366629, 6.4779578005091825, 6.064305795373523, 5.744853587425389, 5.273303859481818, 5.02197234408305, 4.565094504129868, 4.250149186054022, 4.123606024388026, 3.9400186755357183, 3.7042615874740457, 3.6090437588107855, 3.4355952894544903, 3.0540986109481234, 2.9925632522878547, 2.6924070277067695, 2.6510370663260105, 2.4454472986606692, 2.258437369771373, 2.075426017304149, 1.8855690673728223, 4.106950609167286e-15, 2.6110468385003863e-15, 1.945927766447791e-15, 1.56383334779495e-15, 1.0750630049387812e-15, 4.565462958972023e-16, 2.208677568244187e-16, 1.5942418260226156e-16, 3.4690234046335175e-31, 6.671374350921899e-32, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
architecture,balanced,4,hybrid_hbb,HBB,z,bp,sample_x_spatial_location,channel,0.36346875,0.640625,0.359375,0.640625,0.8272289072958351,0.07228571428571429,15.887873608130187,6.340697680029515,0.24824802512703417,41,50,0.999999880092232,0.8789999999999999,0.9254999999999999,6.11936398325202,3.290691598502777,0.10871340557197726,-0.0035622276654153407,4,9,2.571511353659899,47.118300455828326,8.097496578567487,"[2000, 64, 1, 1]","[2000, 64]","[2000, 64]","{""0"": 12.793471123421204, ""1"": 8.05046623343417, ""2"": 15.581756028450297, ""3"": 19.134913879975954, ""4"": 18.93067872306772, ""5"": 14.30372755047409, ""6"": 15.6541800734107, ""7"": 17.006679624630735, ""8"": 15.54634044697595, ""9"": 10.88035221570639}","[132.05182347704113, 82.49071881633063, 73.20711803414335, 59.014334247100635, 50.81169067959121, 40.04349988115191, 32.55033519063995, 31.01196969587088, 27.118006566729427, 25.07857555337606, 22.72553979240852, 19.517672839149135, 19.098430546154148, 17.293111465294977, 14.978220286807286, 14.295751595976917, 13.425001565175029, 13.25671160946216, 11.880294335052458, 11.460667606004264, 10.370280279178353, 9.655886346423296, 8.991016243101747, 8.279529695715063, 8.017867922564761, 7.675652181834948, 7.315488354963927, 7.007340017951901, 6.058279788983853, 5.750769573006041, 5.6857074317955645, 5.42049601786194, 4.863884827439884, 4.628335252191749, 4.435878645690576, 4.120730151722621, 3.973605085628425, 3.781866504352686, 3.6616894452236517, 3.3556226787425163, 2.9412905367081277, 5.0523503529390465e-15, 4.080350451637893e-15, 1.1042093399883684e-15, 7.198200432577737e-16, 1.4497378233646729e-16, 2.434993439421076e-31, 1.8967701194745588e-31, 8.488535303196188e-32, 3.128407292014384e-32, 3.326437769015617e-33, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
dimension,L16,0,full_bp,BBB,z,bp,sample_x_spatial_location,channel,0.133,0.875,0.125,0.875,0.8978187407498852,0.16675,9.370856308554638,4.902246310477673,0.5856785192846649,14,16,0.9999998826533556,0.9145,0.9385,2.9994702452093183,3.0781322276647005,0.4454947238725828,0.0972089524768159,7,9,2.2310173131665456,11.727921450903015,7.084477562064809,"[2000, 16, 1, 1]","[2000, 16]","[2000, 16]","{""0"": 6.876429809797409, ""1"": 2.6545921477217367, ""2"": 8.384881976084806, ""3"": 8.237448344382067, ""4"": 7.44824004511751, ""5"": 6.807150170395863, ""6"": 5.599802230380609, ""7"": 6.951353774838107, ""8"": 8.54307366212722, ""9"": 6.356223424992739}","[182.43770403290574, 118.88948244157098, 110.9547721196467, 89.59023827464182, 67.63536318092726, 59.66613568470336, 52.00623123323812, 40.83073425558729, 36.60260636209691, 32.168734736342856, 29.529121048663924, 27.58222091225738, 25.300632998581698, 21.16058420616575, 0.0, 0.0]"
dimension,L16,0,full_hebbian,HHH,z,hebbian,sample_x_spatial_location,channel,0.447875,1,0,0.125,0.25,0.5,1.0133405792533827,1.006652281727246,0.06333378620333642,15,16,0.9999998972852495,0.634,0.6585,3.207840402750717,2.4310639870438395,0.2074051461539427,0.002648747240618815,4,9,1.2036229161548768,14.998809352482182,6.270213270170805,"[2000, 16, 1, 1]","[2000, 16]","[2000, 16]","{""0"": 7.627303272027621, ""1"": 4.886069682753906, ""2"": 9.057039353178817, ""3"": 7.5211291014261565, ""4"": 7.6563960067840835, ""5"": 6.014717403301547, ""6"": 6.465804001944484, ""7"": 6.005292315544744, ""8"": 7.103413802898126, ""9"": 4.962070626839058}","[202.55071498439423, 0.45221508960992024, 0.24326363178130625, 0.16488740384294467, 0.1468775156260692, 0.0867539470662488, 0.07749953889892505, 0.06010509889269481, 0.045469718422438216, 0.03150549961608802, 0.02812671839911146, 0.006676620991646474, 0.0036697599225184356, 0.00021560481933407223, 0.0001582722420714275, 1.6554932917344642e-17]"
dimension,L16,0,hybrid_hhb,HHB,z,bp,sample_x_spatial_location,channel,0.1969375,0.8125,0.1875,0.8125,0.8748116956888891,0.1475,7.46811774660126,3.6131419834612157,0.46675735916257877,13,16,0.9999999012798071,0.8789999999999999,0.9179999999999999,2.8640519738528347,2.9565513672167603,0.4419506564629935,0.0816913941709696,4,9,1.9859356788262634,11.114095656884361,6.956498024736094,"[2000, 16, 1, 1]","[2000, 16]","[2000, 16]","{""0"": 6.591955755479153, ""1"": 2.3948222923091516, ""2"": 7.717890880293141, ""3"": 8.076200561327276, ""4"": 7.4704710429012495, ""5"": 5.972788995494397, ""6"": 5.751264641242111, ""7"": 6.342078890602483, ""8"": 8.618506811960975, ""9"": 6.545874747516208}","[88.13301037031057, 38.48352336326579, 36.17272837761983, 32.30983775330032, 24.84096122849804, 20.765428500557302, 16.16921084222628, 13.001739256125294, 12.532746926244194, 11.679882193748105, 10.163084570956126, 7.820408201755628, 6.364518313184365, 0.0, 0.0, 0.0]"
dimension,L16,0,hybrid_hbb,HBB,z,bp,sample_x_spatial_location,channel,0.13453125,0.875,0.125,0.875,0.8921252320935261,0.1495,8.63595530611161,4.283021448393911,0.5397472066319756,14,16,1.0000001192092896,0.9190000000000002,0.9400000000000001,3.012653571521841,3.131191597233154,0.3851712786643272,0.09086568851014022,8,9,2.329257174880249,13.621680271464095,7.349977368735008,"[2000, 16, 1, 1]","[2000, 16]","[2000, 16]","{""0"": 4.339105475565117, ""1"": 3.9328807673137236, ""2"": 8.893363291560847, ""3"": 8.048803652677536, ""4"": 7.684027309241321, ""5"": 6.530195094349944, ""6"": 5.683847863368172, ""7"": 7.488920140208787, ""8"": 9.125615835756694, ""9"": 6.675866490277759}","[99.75664178421894, 53.96130471593054, 48.49555014590166, 43.70002132881231, 36.98195385643919, 27.815431216936922, 22.996698309317765, 18.41401346057982, 17.024547089396858, 16.256982040291277, 12.169126362487855, 12.034131382564256, 9.726169709440263, 7.927264979240367, 2.459874527173283e-15, 2.0326175866201396e-16]"
dimension,L16,1,full_bp,BBB,z,bp,sample_x_spatial_location,channel,0.82096875,0.1875,0.8125,0.1875,0.3787668459154641,0.41149887019834297,2.0741248698983865,1.596329451796078,0.12963280436864916,3,16,1.000000424683094,0.6195,0.7275,1.055193228512787,1.8529227943724031,0.5528856345273905,0.05093263818571378,4,9,0.3470832828355275,3.7944869166945123,2.451803577385981,"[2000, 16, 1, 1]","[2000, 16]","[2000, 16]","{""0"": 2.086696547501754, ""1"": 1.7561104732116586, ""2"": 3.3124591524868654, ""3"": 1.614367178331068, ""4"": 1.7150382148778598, ""5"": 1.5394803583239869, ""6"": 3.201825474173095, ""7"": 1.7995310963449895, ""8"": 1.587562541166172, ""9"": 2.5081058265714837}","[22.42977304070319, 10.262294076916904, 3.1132401843560777, 2.25883928625299e-15, 1.4903622425719086e-16, 4.069591442478927e-32, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
dimension,L16,1,full_hebbian,HHH,z,hebbian,sample_x_spatial_location,channel,0.32728125,1,0,0.125,0.25,0.5,1.0154689459830881,1.0077098686311423,0.06346680912394301,15,16,1.0000004457106115,0.7055,0.7455,3.3367689629691157,2.4898491751475804,0.21700209291737796,-0.027364799630185628,4,9,1.336233221641552,14.90142584679554,6.236420877440368,"[2000, 16, 1, 1]","[2000, 16]","[2000, 16]","{""0"": 6.750101181028641, ""1"": 6.063194483303142, ""2"": 9.688041028593501, ""3"": 8.488392450994253, ""4"": 8.13601541848432, ""5"": 8.758219530908736, ""6"": 8.500245180872364, ""7"": 7.274628818314812, ""8"": 5.075999411556414, ""9"": 8.541197862438645}","[211.1966901404937, 0.4868770958195991, 0.33827145295151256, 0.2130774551229114, 0.13575511019773984, 0.1230897841110903, 0.09826801956004502, 0.06000614975008692, 0.051405346644691215, 0.03779098826080018, 0.0260188156282318, 0.024096217638402508, 0.015317105089785682, 0.014068626918180683, 0.004256568622179126, 6.147656047050872e-16]"
dimension,L16,1,hybrid_hhb,HHB,z,bp,sample_x_spatial_location,channel,1,0,1,0,0,0,0,0,0,0,16,nan,0.1,0.1,0,0,0,0,0,1,0,0,0,"[2000, 16, 1, 1]","[2000, 16]","[2000, 16]","{""0"": 0.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0, ""5"": 0.0, ""6"": 0.0, ""7"": 0.0, ""8"": 0.0, ""9"": 0.0}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
dimension,L16,1,hybrid_hbb,HBB,z,bp,sample_x_spatial_location,channel,0.8779375,0.125,0.875,0.125,0.24999697405343968,0.5020481310803891,1.5468385151557213,1.2976416147453393,0.09667740719723258,2,16,0.9999999105930328,0.541,0.6295,0.6182251310207703,1.62737235888355,1.0377171457516934,0.05758247446349942,5,8,0.06731623930201812,1.9510645333139969,2.00099887963973,"[2000, 16, 1, 1]","[2000, 16]","[2000, 16]","{""0"": 1.9672716162010457, ""1"": 1.3786147221442435, ""2"": 1.64531314253407, ""3"": 1.6166108606778067, ""4"": 1.700083935389882, ""5"": 1.7633420878313713, ""6"": 1.8069029211986807, ""7"": 2.571781293698363, ""8"": 2.0528188125725837, ""9"": 2.268971678525529}","[30.422676936063326, 9.05505468812568, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
dimension,L16,2,full_bp,BBB,z,bp,sample_x_spatial_location,channel,0.006375,1,0,1,0.932083940747754,0.1575,9.176525503810467,4.434056381032016,0.5735328439881542,16,16,0.9999999571591616,0.917,0.9385,3.271388939336601,3.1332131631410327,0.3863131275226014,0.08372467592648601,8,9,2.3211381442248253,13.601203783637906,7.33345848658151,"[2000, 16, 1, 1]","[2000, 16]","[2000, 16]","{""0"": 7.020320084283616, ""1"": 3.504886540501963, ""2"": 9.451470970552505, ""3"": 9.072615476764671, ""4"": 8.595643382609428, ""5"": 7.0071790774164056, ""6"": 5.956210594145872, ""7"": 8.247975848127364, ""8"": 8.958685661413035, ""9"": 7.456811108840788}","[249.43653605611314, 144.65009862822396, 126.25029902819932, 95.76133322485506, 87.48115249227314, 67.0775794811219, 57.58943895080643, 52.918757714840005, 40.964905263703855, 37.334253747025805, 32.603708419815206, 27.475020171084076, 24.658528158035935, 22.85397727730329, 20.945988615026316, 18.014087133703498]"
dimension,L16,2,full_hebbian,HHH,z,hebbian,sample_x_spatial_location,channel,0.52159375,0.9375,0.0625,0.125,0.25,0.5,1.012068477612716,1.0060201067094274,0.06325427985079475,14,16,1.0000001950094202,0.553,0.5874999999999999,3.0253379023667395,2.1267622146676164,0.15046891851196081,-0.014173862850376338,7,8,1.3603582481405814,15.317160900398518,5.389010144381201,"[2000, 16, 1, 1]","[2000, 16]","[2000, 16]","{""0"": 3.9988103608784518, ""1"": 4.513829072701441, ""2"": 7.658918032439799, ""3"": 5.78501367685624, ""4"": 4.168429504626512, ""5"": 5.272094996359912, ""6"": 6.143361197194066, ""7"": 4.907915789055368, ""8"": 2.969797969111827, ""9"": 7.073872451848461}","[194.3301468391195, 0.4178770426081842, 0.2626663401534554, 0.15940149156250924, 0.1373134652411346, 0.0804709583886731, 0.04114685741594797, 0.029462261807403967, 0.023681522432709576, 0.013664412758232217, 0.0027168201946667445, 0.0008479457471618486, 0.0004235297609821031, 0.00021557275911558222, 2.475849377516711e-15, 0.0]"
