seed,method_id,method,noise_type,severity,accuracy,macro_f1,classification_ce,system_reconstruction_mse,standardized_reconstruction_mse,representation_cosine,prediction_js_divergence,num_samples,num_pixels,sample_ids_sha256,accuracy_absolute_degradation,accuracy_relative_degradation,macro_f1_absolute_degradation,system_reconstruction_mse_increase,standardized_reconstruction_mse_increase,source_condition
1,hybrid_hhb,HHB,salt_pepper,0.3,0.4551,0.3971618592651449,2.9956600666046143,0.054411062731061666,0.06746533644539969,0.891842782497406,0.3043416440486908,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.4612,0.5033286041689403,0.5179013720770727,0.04950691974211713,0.06267814527044491,salt_pepper
1,hybrid_hhb,HHB,salt_pepper,0.4,0.3738,0.29882745793909915,4.320461750030518,0.07525573060171944,0.09354425793083347,0.8636949062347412,0.36616361141204834,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.5425,0.5920550038197097,0.6162357734031184,0.07035158761277491,0.08875706675587869,salt_pepper
1,hybrid_hbb,HBB,salt_pepper,0.1,0.6563,0.6335341240755746,1.3579472303390503,0.022770163403725136,0.023742089906030772,0.9516858458518982,0.16287270188331604,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.2612,0.2846866485013624,0.28294117598119195,0.019652594069558747,0.02055255408481676,salt_pepper
1,hybrid_hbb,HBB,salt_pepper,0.2,0.5316,0.4906825860899223,2.2041409015655518,0.03688243735955686,0.038348188750597895,0.929110050201416,0.24684105813503265,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.3859,0.420599455040872,0.42579271396684426,0.03376486802539047,0.03515865292938388,salt_pepper
1,hybrid_hbb,HBB,salt_pepper,0.3,0.4379,0.38175042031115664,2.889387607574463,0.04884400310905612,0.05049439259743204,0.9124605655670166,0.30933165550231934,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.47959999999999997,0.5227247956403269,0.5347248797456099,0.04572643377488973,0.04730485677621803,salt_pepper
1,hybrid_hbb,HBB,salt_pepper,0.4,0.3651,0.29758710419145995,3.503396511077881,0.059916501718637896,0.06160659215498944,0.8977751731872559,0.3599696159362793,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.5524,0.6020708446866485,0.6188881958653066,0.05679893238447151,0.058417056333775426,salt_pepper
2,full_bp,BBB,salt_pepper,0.1,0.6437,0.6279244506091064,1.31730055809021,0.02202950445681202,0.022561375267651618,0.9438439607620239,0.17286023497581482,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.2749999999999999,0.2993360182867094,0.28942134318654955,0.01919306310026013,0.01981656517082331,salt_pepper
2,full_bp,BBB,salt_pepper,0.2,0.4805,0.4450104530462018,2.227889060974121,0.037092623621103715,0.0380885374886649,0.9116946458816528,0.27910420298576355,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.4382,0.47697833895722214,0.47233534074945416,0.03425618226455183,0.035343727391836596,salt_pepper
2,full_bp,BBB,salt_pepper,0.3,0.3708,0.31026862081941486,2.9972801208496094,0.04957711021267638,0.051093046141643915,0.8860076069831848,0.35636475682258606,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.5478999999999999,0.5963861978883204,0.6070771729762411,0.04674066885612449,0.04834823604481561,salt_pepper
2,full_bp,BBB,salt_pepper,0.4,0.2916,0.2127726679771002,3.8032655715942383,0.06084072896996323,0.06286027770528987,0.8639359474182129,0.41616830229759216,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.6271,0.6825949711548928,0.7045731258185557,0.058004287613411344,0.06011546760846157,salt_pepper
2,full_hebbian,HHH,salt_pepper,0.1,0.708,0.69767874362877,0.9448662400245667,0.03392941068532516,0.033683844344469964,0.9999210834503174,0.11373209208250046,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.1784,0.20126353790613719,0.18727094423830826,0.013679194154544754,0.013297074461956413,salt_pepper
2,full_hebbian,HHH,salt_pepper,0.2,0.578,0.5508117710465282,1.8438007831573486,0.054035637189904034,0.053569843518004125,0.9998324513435364,0.2036413699388504,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.3084,0.3479241877256318,0.33413791682055005,0.03378542065912363,0.03318307363549057,salt_pepper
2,full_hebbian,HHH,salt_pepper,0.3,0.4721,0.4359556534606356,2.8426296710968018,0.07740952646683673,0.0772421314161651,0.9997425675392151,0.2782891094684601,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.41429999999999995,0.46739620938628157,0.4489940344064427,0.05715930993605632,0.05685536153365155,salt_pepper
2,full_hebbian,HHH,salt_pepper,0.4,0.3748,0.33342213951063293,3.9821739196777344,0.10082748889533841,0.10161938325531629,0.9996520280838013,0.3529617488384247,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.5115999999999999,0.5771660649819494,0.5515275483564454,0.080577272364558,0.08123261337280274,salt_pepper
2,hybrid_hhb,HHB,salt_pepper,0.1,0.7441,0.7370454637639712,0.8643208146095276,0.01835686804713035,0.01880088482292331,0.9622660279273987,0.11048060655593872,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.1755,0.19084384515006525,0.18130736455148488,0.014012734093471448,0.014551908463847879,salt_pepper
2,hybrid_hhb,HHB,salt_pepper,0.2,0.5894,0.5755524624343599,1.5832207202911377,0.03591499836590825,0.036181843084218554,0.9320858120918274,0.20870161056518555,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.33019999999999994,0.35906916050456716,0.3428003658810962,0.03157086441224935,0.03193286672514312,salt_pepper
2,hybrid_hhb,HHB,salt_pepper,0.3,0.4509,0.4285263584471458,2.4696695804595947,0.057100950863896584,0.0568173399244036,0.9052186608314514,0.303475558757782,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.46869999999999995,0.50967812092214,0.48982646986831024,0.05275681691023768,0.052568363565328166,salt_pepper
2,hybrid_hhb,HHB,salt_pepper,0.4,0.343,0.2971328788025617,3.5679116249084473,0.07980090608402174,0.07907672082550672,0.8813202977180481,0.38484451174736023,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.5766,0.6270117442366246,0.6212199495128944,0.07545677213036284,0.0748277444664313,salt_pepper
2,hybrid_hbb,HBB,salt_pepper,0.1,0.6047,0.5837661308142124,1.7384819984436035,0.023717693760930275,0.024718594866382834,0.9425654411315918,0.20062053203582764,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.3097,0.3386920384951881,0.3295349931848982,0.020912898713228652,0.02197823332280529,salt_pepper
2,hybrid_hbb,HBB,salt_pepper,0.2,0.4638,0.4358956423318553,2.8616371154785156,0.03878005645907655,0.040407978400405574,0.9165242314338684,0.2960185408592224,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.4506,0.49278215223097116,0.47740548166725527,0.03597526141137493,0.037667616856828026,salt_pepper
2,hybrid_hbb,HBB,salt_pepper,0.3,0.3607,0.3241530195924214,3.5889055728912354,0.0506238426364198,0.052332684948979594,0.8985546827316284,0.3630518913269043,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.5537,0.6055336832895888,0.5891481044066892,0.04781904758871818,0.049592323405402046,salt_pepper
2,hybrid_hbb,HBB,salt_pepper,0.4,0.2851,0.24200724084564834,4.257847785949707,0.06146507221922583,0.06306922483638841,0.8826357126235962,0.41478782892227173,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.6293,0.6882108486439195,0.6712938831534623,0.05866027717152421,0.06032886329281086,salt_pepper
3,full_bp,BBB,salt_pepper,0.1,0.6333,0.6194791357572802,1.4721107482910156,0.02182353267280423,0.022626206666596083,0.9467908143997192,0.17907220125198364,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.27880000000000005,0.30566823813178384,0.29132358260837365,0.018950940751056283,0.019682170203997165,salt_pepper
3,full_bp,BBB,salt_pepper,0.2,0.4729,0.44796937098993883,2.5152714252471924,0.037555347948658224,0.03833635977920221,0.9180793762207031,0.28180572390556335,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.43920000000000003,0.48152614844863506,0.462833347375715,0.034682756026910275,0.035392323316603296,salt_pepper
3,full_bp,BBB,salt_pepper,0.3,0.3577,0.3176493547217035,3.42864727973938,0.051175629962220484,0.05152206761885662,0.8963413834571838,0.36192721128463745,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.5544,0.6078280890253261,0.5931533636439503,0.048303038040472535,0.04857803115625771,salt_pepper
3,full_bp,BBB,salt_pepper,0.4,0.2756,0.2142479207980091,4.328769207000732,0.06368528087382413,0.0634918536205681,0.8780771493911743,0.42115992307662964,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.6365000000000001,0.6978401491064576,0.6965547975676447,0.060812688952076185,0.06054781715796918,salt_pepper
3,full_hebbian,HHH,salt_pepper,0.1,0.6247,0.6223285472113832,1.3925724029541016,0.03482795980025311,0.03439858924710021,0.9999110102653503,0.16653695702552795,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.2643,0.29730033745781775,0.2652396496335805,0.01518566972382215,0.014774596183154048,salt_pepper
3,full_hebbian,HHH,salt_pepper,0.2,0.4456,0.4363247231290722,2.768634080886841,0.054569610704694474,0.05221950445369798,0.9998216032981873,0.2881377041339874,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.4434,0.4987626546681665,0.45124347371589146,0.03492732062826351,0.03259551138975182,salt_pepper
3,full_hebbian,HHH,salt_pepper,0.3,0.367,0.3466092404300969,3.7685258388519287,0.07414025574508978,0.06924976028909488,0.999748706817627,0.353251576423645,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.522,0.5871766029246345,0.5409589564148668,0.05449796566865882,0.04962576722514872,salt_pepper
3,full_hebbian,HHH,salt_pepper,0.4,0.2974,0.2654489645511209,4.625582218170166,0.09376399338391363,0.08698889188182597,0.9996852278709412,0.40208378434181213,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.5916,0.6654668166479191,0.6221192322938428,0.07412170330748266,0.06736489881787981,salt_pepper
3,hybrid_hhb,HHB,salt_pepper,0.1,0.7302,0.7214045570513534,0.9556723833084106,0.018090316916485223,0.018982248981631533,0.9621927738189697,0.11860394477844238,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.19380000000000008,0.2097402597402598,0.20154469162375643,0.013673084375323084,0.014703096685604175,salt_pepper
3,hybrid_hhb,HHB,salt_pepper,0.2,0.5552,0.550304195793131,1.907875418663025,0.03403861064910889,0.036939799799237935,0.9321902394294739,0.22960011661052704,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.3688,0.3991341991341991,0.3726450528819789,0.02962137810794675,0.03266064750321058,salt_pepper
3,hybrid_hhb,HHB,salt_pepper,0.3,0.3987,0.38119045473863145,3.0943660736083984,0.05270825853153151,0.058376694231617204,0.9053624272346497,0.33845987915992737,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.5253000000000001,0.5685064935064936,0.5417587939364784,0.048291025990369364,0.05409754193558985,salt_pepper
3,hybrid_hhb,HHB,salt_pepper,0.4,0.287,0.24394890893262425,4.496424198150635,0.07287967368923888,0.08077165707957988,0.8814274668693542,0.42169615626335144,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.637,0.6893939393939393,0.6790003397424856,0.06846244114807674,0.07649250478355252,salt_pepper
3,hybrid_hbb,HBB,salt_pepper,0.1,0.667,0.6513582002572201,1.2273691892623901,0.021402160617283412,0.022212560501877143,0.9488343596458435,0.15629202127456665,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.2509,0.2733413225841595,0.26514088401418423,0.018439742730345043,0.01926892131202075,salt_pepper
3,hybrid_hbb,HBB,salt_pepper,0.2,0.544,0.5206605994712168,1.8655749559402466,0.03496459115476024,0.03625438470256572,0.9267820119857788,0.23212037980556488,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.3739,0.40734284780477176,0.3958384848001876,0.03200217326782188,0.03331074551270933,salt_pepper
3,hybrid_hbb,HBB,salt_pepper,0.3,0.4646,0.43768085635137577,2.325519561767578,0.04760407818385533,0.049067382656798074,0.9099465012550354,0.2872554063796997,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.45330000000000004,0.49384464538620765,0.4788182279200286,0.04464166029691696,0.04612374346694168,salt_pepper
3,hybrid_hbb,HBB,salt_pepper,0.4,0.3942,0.35999176858527937,2.722686767578125,0.06060150797318439,0.06231643062513702,0.8944199085235596,0.3332003951072693,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.5237,0.5705414533173548,0.556507315686125,0.05763909008624603,0.059372791435280625,salt_pepper
4,full_bp,BBB,salt_pepper,0.1,0.8045,0.8042918617309059,0.5939778685569763,0.02057740521917538,0.021343665597876725,0.9617981314659119,0.07508999854326248,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.11199999999999999,0.12220403709765411,0.11065373189145988,0.016545785950154678,0.017234818646372583,salt_pepper
4,full_bp,BBB,salt_pepper,0.2,0.6768,0.6749308050317688,0.9474703073501587,0.03372099200268181,0.034219872505810794,0.9367810487747192,0.14688387513160706,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.23970000000000002,0.26153846153846155,0.240014788590597,0.02968937273366111,0.030111025554306652,salt_pepper
4,full_bp,BBB,salt_pepper,0.3,0.5577,0.5486325490752557,1.3431601524353027,0.0470251429577263,0.046954043376689056,0.914108395576477,0.21813921630382538,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.3588,0.39148936170212767,0.3663130445471101,0.0429935236887056,0.04284519642518491,salt_pepper
4,full_bp,BBB,salt_pepper,0.4,0.4558,0.4304538417286615,1.7896146774291992,0.06076848114947883,0.060014046524982066,0.8920503854751587,0.2824263274669647,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.4607,0.5026732133115112,0.4844917518937043,0.05673686188045813,0.05590519957347792,salt_pepper
4,full_hebbian,HHH,salt_pepper,0.1,0.6897,0.6891962314722901,1.016071081161499,0.03173730583190918,0.031914706732302296,0.9998881816864014,0.12161581963300705,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.20100000000000007,0.2256652071404514,0.2001733640832406,0.014325613724455542,0.013860673359462193,salt_pepper
4,full_hebbian,HHH,salt_pepper,0.2,0.4852,0.4571846277488493,2.1362452507019043,0.0513235958644322,0.05149317336569027,0.9997609257698059,0.2578378915786743,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.4055,0.4552599079375772,0.4321849678066814,0.033911903756978556,0.03343913999285017,salt_pepper
4,full_hebbian,HHH,salt_pepper,0.3,0.3655,0.29687246864694566,3.592078447341919,0.07194251179597816,0.07224786627633231,0.9996371269226074,0.35601723194122314,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.5252000000000001,0.5896485909958461,0.592497126908585,0.05453081968852452,0.05419383290349221,salt_pepper
4,full_hebbian,HHH,salt_pepper,0.4,0.2948,0.20747195595393025,5.025668144226074,0.09264689497655752,0.09289748581866829,0.9995218515396118,0.4141272008419037,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.5959000000000001,0.6690243628606715,0.6818976396016005,0.07523520286910389,0.07484345244582818,salt_pepper
4,hybrid_hhb,HHB,salt_pepper,0.1,0.7396,0.7288625713396406,0.8852671980857849,0.019960297140783193,0.02089462388291651,0.9672425985336304,0.1115797832608223,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.18109999999999993,0.19669816444009985,0.1905192295491962,0.014999102132174433,0.015840800616205956,salt_pepper
4,hybrid_hhb,HHB,salt_pepper,0.2,0.5579,0.5202898586748232,2.040956974029541,0.03698431376243124,0.03922183143460021,0.9369611144065857,0.23068203032016754,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.3628,0.39404800695123277,0.39909194221401356,0.03202311875382248,0.03416800816788965,salt_pepper
4,hybrid_hhb,HHB,salt_pepper,0.3,0.4286,0.35715551457884287,3.488955020904541,0.05504968979504644,0.05934594011890645,0.9083676934242249,0.3261927664279938,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.4921,0.5344846312588248,0.5622262863099939,0.050088494786437676,0.05429211685219589,salt_pepper
4,hybrid_hhb,HHB,salt_pepper,0.4,0.3498,0.26170084243801944,5.040139675140381,0.07377908072958188,0.08027337577197016,0.8820167779922485,0.3927049934864044,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.5709,0.6200716845878136,0.6576809584508174,0.06881788572097312,0.07521955250525961,salt_pepper
4,hybrid_hbb,HBB,salt_pepper,0.1,0.8058,0.8069554591580694,0.5902526378631592,0.020509477492741176,0.02086686671704662,0.9648324251174927,0.07326604425907135,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.11199999999999999,0.1220309435606886,0.10952518759112717,0.016384907476756038,0.01656172786537482,salt_pepper
4,hybrid_hbb,HBB,salt_pepper,0.2,0.7111,0.7134458074686929,0.8574349880218506,0.03307439617624088,0.033256274098766095,0.9418525099754333,0.12694595754146576,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.2067,0.22521246458923513,0.2030348392805037,0.028949826160255744,0.028951135247094292,salt_pepper
4,hybrid_hbb,HBB,salt_pepper,0.3,0.6323,0.6353705445225832,1.1013039350509644,0.044990806704151384,0.04462176561160963,0.920661449432373,0.1774442493915558,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.2855,0.3110699498801482,0.28111010222661337,0.040866236688166246,0.04031662675993783,salt_pepper
4,hybrid_hbb,HBB,salt_pepper,0.4,0.5386,0.5383146138972592,1.410965919494629,0.057241198169941804,0.05622949951327577,0.8995704054832458,0.23549871146678925,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.3792,0.4131619089126171,0.3781660328519374,0.053116628153956666,0.05192436066160397,salt_pepper
0,full_bp,BBB,pixel_masking,0.0,0.916,0.9145960269319188,0.2845175266265869,0.0031431785072599137,0.003152589472459287,1.0,0.0,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.0,0.0,0.0,0.0,0.0,clean
1,full_bp,BBB,pixel_masking,0.0,0.9159,0.9147678939996118,0.2877305746078491,0.0031216802081283257,0.0032215629105665244,1.0,0.0,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.0,0.0,0.0,0.0,0.0,clean
2,full_bp,BBB,pixel_masking,0.0,0.9187,0.917345793795656,0.2792670428752899,0.0028364413565518903,0.002744810096828305,1.0,0.0,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.0,0.0,0.0,0.0,0.0,clean
3,full_bp,BBB,pixel_masking,0.0,0.9121,0.9108027183656539,0.2828608751296997,0.0028725919217479474,0.0029440364625989176,1.0,0.0,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.0,0.0,0.0,0.0,0.0,clean
4,full_bp,BBB,pixel_masking,0.0,0.9165,0.9149455936223658,0.27888384461402893,0.0040316192690207035,0.004108846951504143,1.0,0.0,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.0,0.0,0.0,0.0,0.0,clean
0,hybrid_hbb,HBB,pixel_masking,0.0,0.9143,0.9129964251041706,0.28509747982025146,0.0033406444685799737,0.0033819878354364513,1.0,0.0,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.0,0.0,0.0,0.0,0.0,clean
1,hybrid_hbb,HBB,pixel_masking,0.0,0.9175,0.9164753000567666,0.2857706844806671,0.0031175693341663905,0.003189535821214014,1.0,0.0,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.0,0.0,0.0,0.0,0.0,clean
2,hybrid_hbb,HBB,pixel_masking,0.0,0.9144,0.9133011239991106,0.2930019795894623,0.0028047950477016214,0.0027403615435775447,1.0,0.0,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.0,0.0,0.0,0.0,0.0,clean
3,hybrid_hbb,HBB,pixel_masking,0.0,0.9179,0.9164990842714044,0.27352264523506165,0.0029624178869383675,0.002943639189856393,1.0,0.0,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.0,0.0,0.0,0.0,0.0,clean
4,hybrid_hbb,HBB,pixel_masking,0.0,0.9178,0.9164806467491966,0.27862468361854553,0.004124570015985139,0.0043051388516718025,1.0,0.0,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.0,0.0,0.0,0.0,0.0,clean
0,hybrid_hhb,HHB,pixel_masking,0.0,0.9187,0.917342610948835,0.27857092022895813,0.004608535650311684,0.00447359258009463,1.0,0.0,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.0,0.0,0.0,0.0,0.0,clean
1,hybrid_hhb,HHB,pixel_masking,0.0,0.9163,0.9150632313422176,0.28453004360198975,0.00490414298894454,0.004787191174954784,1.0,0.0,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.0,0.0,0.0,0.0,0.0,clean
2,hybrid_hhb,HHB,pixel_masking,0.0,0.9196,0.9183528283154561,0.2728135883808136,0.004344133953658902,0.00424897635907543,1.0,0.0,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.0,0.0,0.0,0.0,0.0,clean
3,hybrid_hhb,HHB,pixel_masking,0.0,0.924,0.9229492486751099,0.27071261405944824,0.00441723254116214,0.0042791522960273585,1.0,0.0,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.0,0.0,0.0,0.0,0.0,clean
4,hybrid_hhb,HHB,pixel_masking,0.0,0.9207,0.9193818008888368,0.28007078170776367,0.004961195008608759,0.005053823266710554,1.0,0.0,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.0,0.0,0.0,0.0,0.0,clean
0,full_hebbian,HHH,pixel_masking,0.0,0.8978,0.8963436886563901,0.35383105278015137,0.018587339352588265,0.018783687848460916,1.0,0.0,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.0,0.0,0.0,0.0,0.0,clean
1,full_hebbian,HHH,pixel_masking,0.0,0.9066,0.9054167924395451,0.31239187717437744,0.016608576688961107,0.0165956913578267,1.0,0.0,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.0,0.0,0.0,0.0,0.0,clean
2,full_hebbian,HHH,pixel_masking,0.0,0.8864,0.8849496878670783,0.37001922726631165,0.020250216530780404,0.02038676988251355,1.0,0.0,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.0,0.0,0.0,0.0,0.0,clean
3,full_hebbian,HHH,pixel_masking,0.0,0.889,0.8875681968449637,0.36875084042549133,0.019642290076430962,0.01962399306394616,1.0,0.0,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.0,0.0,0.0,0.0,0.0,clean
4,full_hebbian,HHH,pixel_masking,0.0,0.8907,0.8893695955555307,0.3712993562221527,0.01741169210745364,0.018054033372840103,1.0,0.0,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.0,0.0,0.0,0.0,0.0,clean
0,full_bp,BBB,pixel_masking,0.1,0.9095,0.9081113115315713,0.3043687045574188,0.006574822282791138,0.006506275278208207,0.995632529258728,0.005553788971155882,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.006500000000000061,0.0070960698689957,0.006484715400347452,0.003431643775531224,0.00335368580574892,pixel_masking
0,full_bp,BBB,pixel_masking,0.2,0.9032,0.9016662981175523,0.33470940589904785,0.012259257028540787,0.012224365964227794,0.9898045659065247,0.013778646476566792,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.012800000000000034,0.013973799126637591,0.012929728814366492,0.009116078521280872,0.009071776491768508,pixel_masking
0,full_bp,BBB,pixel_masking,0.3,0.894,0.8924447356352234,0.36609405279159546,0.02027849206729811,0.02039784513979542,0.982475221157074,0.024982482194900513,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.02200000000000002,0.024017467248908318,0.022151291296695352,0.017135313560038196,0.017245255667336132,pixel_masking
0,full_bp,BBB,pixel_masking,0.4,0.8635,0.8614688941608863,0.43624013662338257,0.029926420211791992,0.030403089647876972,0.9738222360610962,0.04203512892127037,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.05249999999999999,0.05731441048034933,0.053127132771032426,0.026783241704532078,0.027250500175417684,pixel_masking
