seed,method_id,method,noise_type,severity,accuracy,macro_f1,classification_ce,system_reconstruction_mse,standardized_reconstruction_mse,representation_cosine,prediction_js_divergence,num_samples,num_pixels,sample_ids_sha256,accuracy_absolute_degradation,accuracy_relative_degradation,macro_f1_absolute_degradation,system_reconstruction_mse_increase,standardized_reconstruction_mse_increase,source_condition
3,full_bp,BBB,gaussian,0.1,0.8921,0.8906364725264334,0.3403182029724121,0.00473118897457512,0.005153159812518528,0.9935157299041748,0.015960635617375374,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.020000000000000018,0.0219274202390089,0.020166245839220442,0.0018585970528271728,0.0022091233499196106,gaussian
3,full_bp,BBB,gaussian,0.2,0.8479,0.8457333865254935,0.478711873292923,0.010577035106931414,0.011177368683717688,0.9753379821777344,0.05213748663663864,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.06420000000000003,0.07038701896721854,0.0650693318401604,0.007704443185183466,0.00823333222111877,gaussian
3,full_bp,BBB,gaussian,0.3,0.7714,0.7674496053061225,0.6727360486984253,0.02001799410995172,0.020327182771721665,0.9511168003082275,0.09886863082647324,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.14070000000000005,0.15425940138142752,0.14335311305953136,0.017145402188203773,0.017383146309122747,gaussian
3,full_bp,BBB,gaussian,0.4,0.6445,0.6394927179831285,1.0241528749465942,0.032124748416822786,0.03190117195674351,0.9259676933288574,0.17212924361228943,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.26760000000000006,0.2933888827979389,0.2713100003825254,0.02925215649507484,0.02895713549414459,gaussian
3,full_hebbian,HHH,gaussian,0.1,0.7372,0.7400520982079147,0.7586635947227478,0.024837102452102973,0.02478561200122444,0.9999681711196899,0.08627864718437195,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.15180000000000005,0.17075365579302593,0.14751609863704895,0.005194812375672011,0.005161618937278279,gaussian
3,full_hebbian,HHH,gaussian,0.2,0.5676,0.5623318047219503,1.797705054283142,0.03683797530738675,0.03588946063761808,0.9999040961265564,0.20902323722839355,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.3214,0.3615298087739033,0.32523639212301336,0.017195685230955788,0.01626546757367192,gaussian
3,full_hebbian,HHH,gaussian,0.3,0.4506,0.43257721970687213,2.7530105113983154,0.05195111483359823,0.049195309611729215,0.9998376965522766,0.2883438766002655,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.4384,0.49313835770528686,0.45499097713809156,0.03230882475716727,0.029571316547783055,gaussian
3,full_hebbian,HHH,gaussian,0.4,0.376,0.34570833837103443,3.5285391807556152,0.06797167988991251,0.06298789583322953,0.9997772574424744,0.3424321115016937,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.513,0.5770528683914511,0.5418598584739293,0.048329389813481546,0.04336390276928337,gaussian
3,hybrid_hhb,HHB,gaussian,0.1,0.8963,0.8958229242062652,0.3520927131175995,0.00727293781552996,0.007611872385959236,0.9900507926940918,0.020495062693953514,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.027700000000000058,0.029978354978355038,0.027126324468844665,0.0028557052743678193,0.003332720089931878,gaussian
3,hybrid_hhb,HHB,gaussian,0.2,0.7822,0.7891674202225509,0.6518935561180115,0.015801329441459813,0.01716702975837552,0.9674444198608398,0.0885678082704544,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.14180000000000004,0.1534632034632035,0.13378182845255893,0.011384096900297673,0.01288787746234816,gaussian
3,hybrid_hhb,HHB,gaussian,0.3,0.5991,0.6033488044039599,1.2510699033737183,0.029686748107598752,0.033241697299723726,0.94095778465271,0.19171254336833954,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.3249000000000001,0.35162337662337667,0.31960044427115,0.025269515566436612,0.02896254500369637,gaussian
3,hybrid_hhb,HHB,gaussian,0.4,0.4388,0.41734077517388535,2.1802878379821777,0.047427151247919824,0.05354342914503448,0.9149738550186157,0.2998855710029602,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.4852,0.5251082251082251,0.5056084735012245,0.04300991870675768,0.049264276849007124,gaussian
3,hybrid_hbb,HBB,gaussian,0.1,0.9088,0.9074230091907554,0.3090648949146271,0.004868588237859765,0.00483622960217145,0.9929307699203491,0.010253834538161755,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.009099999999999997,0.00991393397973635,0.009076075080649004,0.0019061703509213974,0.001892590412315057,gaussian
3,hybrid_hbb,HBB,gaussian,0.2,0.8729,0.8709024400045834,0.4120875895023346,0.010622336693199314,0.010451621209358683,0.9749809503555298,0.038423217833042145,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.04500000000000004,0.04902494825144355,0.045596644266820974,0.007659918806260946,0.00750798201950229,gaussian
3,hybrid_hbb,HBB,gaussian,0.3,0.8111,0.8076457983961539,0.5885723829269409,0.02000082917505381,0.019738273130144392,0.9528803825378418,0.08077441155910492,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.1068,0.1163525438500926,0.10885328587525045,0.01703841128811544,0.016794633940288,gaussian
3,hybrid_hbb,HBB,gaussian,0.4,0.7128,0.7096890489198501,0.8548242449760437,0.03264956083492357,0.03262097930129693,0.9304154515266418,0.13930223882198334,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.20510000000000006,0.2234448196971348,0.2068100353515543,0.0296871429479852,0.02967734011144054,gaussian
4,full_bp,BBB,gaussian,0.1,0.8923,0.8912176582352181,0.35032880306243896,0.006000396473553716,0.006132335608346122,0.9947818517684937,0.01888294145464897,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.0242,0.026404800872885978,0.02372793538714768,0.0019687772045330126,0.0020234886568419787,gaussian
4,full_bp,BBB,gaussian,0.2,0.8017,0.8002542606805865,0.5821592211723328,0.012565115346713942,0.012535491419811638,0.978995680809021,0.07553210109472275,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.11480000000000001,0.1252591380250955,0.11469133294177936,0.008533496077693239,0.008426644468307494,gaussian
4,full_bp,BBB,gaussian,0.3,0.6831,0.6702552073550938,0.9263355731964111,0.023161575922674062,0.02272241861771564,0.957076370716095,0.1459197998046875,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.23339999999999994,0.2546644844517184,0.24469038626727202,0.019129956653653357,0.018613571666211498,gaussian
4,full_bp,BBB,gaussian,0.4,0.5742,0.53614924362039,1.298333764076233,0.03625949294031883,0.035241923433420606,0.9331942200660706,0.21068266034126282,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.34229999999999994,0.3734860883797053,0.37879635000197587,0.032227873671298125,0.031133076481916464,gaussian
4,full_hebbian,HHH,gaussian,0.1,0.8111,0.813363695368737,0.5953755378723145,0.021861205788047948,0.02222067499355394,0.9999622106552124,0.04853851720690727,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.0796,0.08936791287751207,0.07600590018679376,0.004449513680594309,0.004166641620713837,gaussian
4,full_hebbian,HHH,gaussian,0.2,0.6338,0.6250291710123463,1.1584415435791016,0.03314843646458217,0.03341026843323999,0.9998800754547119,0.149784117937088,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.2569,0.2884248343999102,0.2643404245431844,0.01573674435712853,0.01535623506039989,gaussian
4,full_hebbian,HHH,gaussian,0.3,0.4775,0.4342704065596147,2.075073719024658,0.048748817794176995,0.0489938166482108,0.9997800588607788,0.25949224829673767,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.41320000000000007,0.4639047939822612,0.45509918899591606,0.03133712568672335,0.030939783275370697,gaussian
4,full_hebbian,HHH,gaussian,0.4,0.3866,0.3081698377056639,3.1696937084198,0.06574506371945751,0.06604736005822007,0.9996779561042786,0.33872371912002563,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.5041,0.5659593578084652,0.5811997578498669,0.04833337161200388,0.047993326685379964,gaussian
4,hybrid_hhb,HHB,gaussian,0.1,0.8976,0.8957955125979037,0.3578040897846222,0.009269839675085885,0.009577536744487528,0.9910579919815063,0.018227217718958855,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.02310000000000001,0.025089605734767036,0.023586288290933122,0.004308644666477126,0.004523713477776975,gaussian
4,hybrid_hhb,HHB,gaussian,0.2,0.782,0.7771680179930837,0.6902638077735901,0.020005062486687486,0.020882119663394226,0.9698482155799866,0.09177049249410629,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.13869999999999993,0.15064624742044092,0.14221378289575315,0.015043867478078727,0.01582829639668367,gaussian
4,hybrid_hhb,HHB,gaussian,0.3,0.5818,0.5336952280390372,1.4668920040130615,0.034789242180026304,0.03704335952680938,0.9438027143478394,0.20922121405601501,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.3389,0.3680894971217552,0.38568657284979957,0.029828047171417543,0.03198953626009882,gaussian
4,hybrid_hhb,HHB,gaussian,0.4,0.4499,0.359696024369635,2.6068320274353027,0.05192004360276826,0.056251260064572706,0.9173446297645569,0.3060491681098938,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.47079999999999994,0.5113500597371564,0.5596857765192018,0.0469588485941595,0.05119743679786215,gaussian
4,hybrid_hbb,HBB,gaussian,0.1,0.8998,0.8986647017263204,0.3291485011577606,0.005935873067135713,0.006013420063622144,0.9947332143783569,0.013367376290261745,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.017999999999999905,0.01961211592939628,0.0178159450228762,0.0018113030511505744,0.0017082812119503417,gaussian
4,hybrid_hbb,HBB,gaussian,0.2,0.8497,0.8485725892106032,0.4681701064109802,0.011528247134539546,0.011485316356347532,0.979956865310669,0.049834590405225754,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.06809999999999994,0.07419917193288292,0.06790805753859341,0.007403677118554408,0.007180177504675729,gaussian
4,hybrid_hbb,HBB,gaussian,0.3,0.7816,0.7798629882175756,0.6730459928512573,0.020181771040935905,0.019908250547915087,0.9599791765213013,0.0958549976348877,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.1362,0.14839834386576595,0.136617658531621,0.016057201024950767,0.015603111696243285,gaussian
4,hybrid_hbb,HBB,gaussian,0.4,0.695,0.6891555584213711,0.9023001790046692,0.03146699926804523,0.03052029815985232,0.9375082850456238,0.14765489101409912,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.2228,0.2427544127260841,0.2273250883278255,0.02734242925206009,0.026215159308180518,gaussian
0,full_bp,BBB,salt_pepper,0.0,0.916,0.9145960269319188,0.2845175266265869,0.0031431785072599137,0.003152589472459287,1.0,0.0,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.0,0.0,0.0,0.0,0.0,clean
1,full_bp,BBB,salt_pepper,0.0,0.9159,0.9147678939996118,0.2877305746078491,0.0031216802081283257,0.0032215629105665244,1.0,0.0,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.0,0.0,0.0,0.0,0.0,clean
2,full_bp,BBB,salt_pepper,0.0,0.9187,0.917345793795656,0.2792670428752899,0.0028364413565518903,0.002744810096828305,1.0,0.0,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.0,0.0,0.0,0.0,0.0,clean
3,full_bp,BBB,salt_pepper,0.0,0.9121,0.9108027183656539,0.2828608751296997,0.0028725919217479474,0.0029440364625989176,1.0,0.0,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.0,0.0,0.0,0.0,0.0,clean
4,full_bp,BBB,salt_pepper,0.0,0.9165,0.9149455936223658,0.27888384461402893,0.0040316192690207035,0.004108846951504143,1.0,0.0,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.0,0.0,0.0,0.0,0.0,clean
0,hybrid_hbb,HBB,salt_pepper,0.0,0.9143,0.9129964251041706,0.28509747982025146,0.0033406444685799737,0.0033819878354364513,1.0,0.0,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.0,0.0,0.0,0.0,0.0,clean
1,hybrid_hbb,HBB,salt_pepper,0.0,0.9175,0.9164753000567666,0.2857706844806671,0.0031175693341663905,0.003189535821214014,1.0,0.0,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.0,0.0,0.0,0.0,0.0,clean
2,hybrid_hbb,HBB,salt_pepper,0.0,0.9144,0.9133011239991106,0.2930019795894623,0.0028047950477016214,0.0027403615435775447,1.0,0.0,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.0,0.0,0.0,0.0,0.0,clean
3,hybrid_hbb,HBB,salt_pepper,0.0,0.9179,0.9164990842714044,0.27352264523506165,0.0029624178869383675,0.002943639189856393,1.0,0.0,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.0,0.0,0.0,0.0,0.0,clean
4,hybrid_hbb,HBB,salt_pepper,0.0,0.9178,0.9164806467491966,0.27862468361854553,0.004124570015985139,0.0043051388516718025,1.0,0.0,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.0,0.0,0.0,0.0,0.0,clean
0,hybrid_hhb,HHB,salt_pepper,0.0,0.9187,0.917342610948835,0.27857092022895813,0.004608535650311684,0.00447359258009463,1.0,0.0,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.0,0.0,0.0,0.0,0.0,clean
1,hybrid_hhb,HHB,salt_pepper,0.0,0.9163,0.9150632313422176,0.28453004360198975,0.00490414298894454,0.004787191174954784,1.0,0.0,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.0,0.0,0.0,0.0,0.0,clean
2,hybrid_hhb,HHB,salt_pepper,0.0,0.9196,0.9183528283154561,0.2728135883808136,0.004344133953658902,0.00424897635907543,1.0,0.0,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.0,0.0,0.0,0.0,0.0,clean
3,hybrid_hhb,HHB,salt_pepper,0.0,0.924,0.9229492486751099,0.27071261405944824,0.00441723254116214,0.0042791522960273585,1.0,0.0,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.0,0.0,0.0,0.0,0.0,clean
4,hybrid_hhb,HHB,salt_pepper,0.0,0.9207,0.9193818008888368,0.28007078170776367,0.004961195008608759,0.005053823266710554,1.0,0.0,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.0,0.0,0.0,0.0,0.0,clean
0,full_hebbian,HHH,salt_pepper,0.0,0.8978,0.8963436886563901,0.35383105278015137,0.018587339352588265,0.018783687848460916,1.0,0.0,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.0,0.0,0.0,0.0,0.0,clean
1,full_hebbian,HHH,salt_pepper,0.0,0.9066,0.9054167924395451,0.31239187717437744,0.016608576688961107,0.0165956913578267,1.0,0.0,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.0,0.0,0.0,0.0,0.0,clean
2,full_hebbian,HHH,salt_pepper,0.0,0.8864,0.8849496878670783,0.37001922726631165,0.020250216530780404,0.02038676988251355,1.0,0.0,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.0,0.0,0.0,0.0,0.0,clean
3,full_hebbian,HHH,salt_pepper,0.0,0.889,0.8875681968449637,0.36875084042549133,0.019642290076430962,0.01962399306394616,1.0,0.0,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.0,0.0,0.0,0.0,0.0,clean
4,full_hebbian,HHH,salt_pepper,0.0,0.8907,0.8893695955555307,0.3712993562221527,0.01741169210745364,0.018054033372840103,1.0,0.0,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.0,0.0,0.0,0.0,0.0,clean
0,full_bp,BBB,salt_pepper,0.1,0.6819,0.6643621295988493,1.1325788497924805,0.02113295845888099,0.021469946055509607,0.9559500217437744,0.14576201140880585,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.23410000000000009,0.25556768558951976,0.25023389733306944,0.017989779951621074,0.01831735658305032,salt_pepper
0,full_bp,BBB,salt_pepper,0.2,0.542,0.5127346527068816,1.8880693912506104,0.03537858186838578,0.036100303622654505,0.9315173029899597,0.23296408355236053,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.374,0.40829694323144106,0.4018613742250372,0.03223540336112587,0.03294771415019522,salt_pepper
0,full_bp,BBB,salt_pepper,0.3,0.4403,0.391943531201489,2.5451834201812744,0.0477896260086371,0.048705283846173966,0.9120824337005615,0.3036469519138336,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.4757,0.5193231441048035,0.5226524957304297,0.04464644750137719,0.04555269437371468,salt_pepper
0,full_bp,BBB,salt_pepper,0.4,0.3588,0.3022887725575174,3.2174532413482666,0.059248891838229435,0.06017351892432388,0.8951979279518127,0.35807549953460693,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.5572,0.608296943231441,0.6123072543744014,0.056105713330969524,0.05702092945186459,salt_pepper
0,full_hebbian,HHH,salt_pepper,0.1,0.6976,0.7016901947187177,0.9695935249328613,0.0323783177862362,0.03215446857140989,0.9999197125434875,0.12667755782604218,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.20020000000000004,0.2229895299621297,0.1946534939376724,0.013790978433647932,0.013370780722948974,salt_pepper
0,full_hebbian,HHH,salt_pepper,0.2,0.4558,0.4434244404133526,2.3401613235473633,0.05219982836976343,0.05145514019557408,0.9998321533203125,0.28327837586402893,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.44200000000000006,0.4923145466696369,0.45291924824303753,0.033612489017175166,0.03267145234711316,salt_pepper
0,full_hebbian,HHH,salt_pepper,0.3,0.3079,0.26389419041443885,4.276806831359863,0.07500210375883141,0.07421939177999691,0.9997475743293762,0.3985316753387451,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.5899000000000001,0.6570505680552462,0.6324494982419513,0.05641476440624315,0.05543570393153599,salt_pepper
0,full_hebbian,HHH,salt_pepper,0.4,0.2338,0.15837153667259582,6.419345855712891,0.09993040516133211,0.09967058558561365,0.9996634721755981,0.4680311381816864,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.664,0.7395856538204499,0.7379721519837943,0.08134306580874384,0.08088689773715273,salt_pepper
0,hybrid_hhb,HHB,salt_pepper,0.1,0.7572,0.7455132313015354,0.8283388614654541,0.017483526111135676,0.018052205961577746,0.9677318334579468,0.09940176457166672,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.16149999999999998,0.1757918798301948,0.1718293796472996,0.012874990460823993,0.013578613381483116,salt_pepper
0,hybrid_hhb,HHB,salt_pepper,0.2,0.6222,0.5965186583635472,1.5504957437515259,0.03423707927392453,0.035927714573607154,0.93764728307724,0.1871536523103714,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.2965,0.3227386524436704,0.32082395258528773,0.02962854362361285,0.031454121993512524,salt_pepper
0,hybrid_hhb,HHB,salt_pepper,0.3,0.5046,0.4590193179374933,2.324902057647705,0.055049746618465505,0.05771564319377043,0.9097022414207458,0.2666352391242981,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.4140999999999999,0.45074561880918684,0.45832329301134167,0.05044121096815382,0.0532420506136758,salt_pepper
0,hybrid_hhb,HHB,salt_pepper,0.4,0.4115,0.33285187139522987,3.2076287269592285,0.0780515602968177,0.08122942612317144,0.8846293687820435,0.3347340226173401,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.5072,0.5520844671818874,0.5844907395536051,0.07344302464650601,0.07675583354307682,salt_pepper
0,hybrid_hbb,HBB,salt_pepper,0.1,0.7081,0.6895427887196701,1.047792673110962,0.02020864945625772,0.02077845248008261,0.9599543809890747,0.12980245053768158,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.20620000000000005,0.2255277261292793,0.22345363638450044,0.016868004987677748,0.017396464644646156,salt_pepper
0,hybrid_hbb,HBB,salt_pepper,0.2,0.5975,0.5705968604288603,1.7210843563079834,0.03380425413871298,0.03454112674168178,0.9378892779350281,0.20162762701511383,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.31679999999999997,0.3464945860220934,0.3423995646753103,0.030463609670133004,0.031159138906245325,salt_pepper
0,hybrid_hbb,HBB,salt_pepper,0.3,0.5036,0.47359917467885654,2.2150425910949707,0.04602004260627591,0.0468136826417884,0.9204931855201721,0.26001161336898804,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.41069999999999995,0.44919610631083884,0.439397250425314,0.04267939813769593,0.04343169480635195,salt_pepper
0,hybrid_hbb,HBB,salt_pepper,0.4,0.4248,0.38539101595241315,2.677546977996826,0.057642274366106305,0.058270158300594406,0.9047964811325073,0.3111027479171753,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.4895,0.5353822596521929,0.5276054091517575,0.054301629897526335,0.054888170465157954,salt_pepper
1,full_bp,BBB,salt_pepper,0.1,0.711,0.7100776501262152,0.9003958106040955,0.021408554178354692,0.021481003255260235,0.9541832208633423,0.12543517351150513,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.20490000000000008,0.2237143792990502,0.20469024387339663,0.018286873970226367,0.01825944034469371,salt_pepper
1,full_bp,BBB,salt_pepper,0.2,0.5778,0.5687409575504427,1.382571816444397,0.03490580002531713,0.034933729016051,0.9315884709358215,0.20585857331752777,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.33810000000000007,0.3691451031772028,0.34602693644916904,0.0317841198171888,0.031712166105484475,salt_pepper
1,full_bp,BBB,salt_pepper,0.3,0.4807,0.4627520357400141,1.807701587677002,0.047062128767675286,0.04681387786865234,0.9130645394325256,0.2692470848560333,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.43520000000000003,0.4751610437820723,0.45201585825959767,0.04394044855954696,0.04359231495808582,salt_pepper
1,full_bp,BBB,salt_pepper,0.4,0.3992,0.3734757567625416,2.231196403503418,0.05840900458511041,0.057743832537592674,0.8965407013893127,0.32392409443855286,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.5167,0.5641445572660772,0.5412921372370703,0.05528732437698208,0.05452226962702615,salt_pepper
1,full_hebbian,HHH,salt_pepper,0.1,0.6593,0.6535424363664954,1.240586280822754,0.03397294362905074,0.03431439965306496,0.9998819231987,0.15862976014614105,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.24729999999999996,0.27277741010368406,0.25187435607304964,0.017364366940089634,0.017718708295238257,salt_pepper
1,full_hebbian,HHH,salt_pepper,0.2,0.4185,0.38646397081529255,3.3342461585998535,0.05964415346262406,0.05956323949074259,0.9997351765632629,0.32607215642929077,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.4881,0.5383851753805426,0.5189528216242525,0.04303557677366296,0.04296754813291589,salt_pepper
1,full_hebbian,HHH,salt_pepper,0.3,0.2907,0.23552992711811394,5.55499267578125,0.08645496261752382,0.08606030231397979,0.9995912909507751,0.4265761375427246,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.6158999999999999,0.6793514228987425,0.6698868653214312,0.06984638592856271,0.06946461095615308,salt_pepper
1,full_hebbian,HHH,salt_pepper,0.4,0.2228,0.1579277400157475,7.413943767547607,0.11213117417316047,0.11136739185878208,0.9994563460350037,0.4845382869243622,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.6838,0.7542466357820428,0.7474890524237976,0.09552259748419936,0.09477170050095537,salt_pepper
1,hybrid_hhb,HHB,salt_pepper,0.1,0.7577,0.7472890430328972,0.8167813420295715,0.019543860947355933,0.02179158048824388,0.9600604772567749,0.10035068541765213,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.15859999999999996,0.17308741678489573,0.16777418830932034,0.014639717958411392,0.017004389313289098,salt_pepper
1,hybrid_hhb,HHB,salt_pepper,0.2,0.5788,0.54372703419287,1.7983132600784302,0.03561262189904038,0.04271410158896933,0.9240124821662903,0.2157687246799469,10000,7840000,4d596e7c4c4f2c1453e2cbc8dfc7889f58e71eb41800f7cc79393e316304fc2b,0.3375,0.3683291498417549,0.3713361971493475,0.03070847891009584,0.037926910414014546,salt_pepper
