sweep,case,seed,method_id,method,accuracy,macro_f1,classification_ce,system_reconstruction_mse,standardized_reconstruction_mse,system_training_samples_seen,system_training_wall_time_sec,standardized_decoder_samples_seen,standardized_decoder_wall_time_sec,total_training_samples_seen,total_training_wall_time_sec
dimension,L128,3,hybrid_hbb,HBB,0.9251,0.9241342671089068,0.2536401152610779,0.0023924913849149433,0.002248189747576811,1000000,420.24293149998994,500000,229.08394379999663,1500000,649.3268752999866
dimension,L128,4,full_bp,BBB,0.919,0.9178163296116209,0.2726321816444397,0.002182943430968693,0.0021619169789917616,500000,294.45492379998905,500000,225.02456160000293,1000000,519.479485399992
dimension,L128,4,full_hebbian,HHH,0.9264,0.9255274143577003,0.25208577513694763,0.012936692181412055,0.012964700757240762,2000000,657.9687335000053,500000,229.66290019999724,2500000,887.6316337000026
dimension,L128,4,hybrid_hhb,HHB,0.9307,0.9296095026060319,0.24070774018764496,0.003458040877264373,0.0033152354814568346,1500000,502.7486382999923,500000,271.93857669999124,2000000,774.6872149999836
dimension,L128,4,hybrid_hbb,HBB,0.9198,0.918651819021648,0.2693645656108856,0.0022036086668773573,0.0022801766458822757,1000000,655.3876084999938,500000,348.5846701999981,1500000,1003.9722786999919
architecture,early_heavy,0,full_bp,BBB,0.9175,0.916118685691672,0.2719314992427826,0.003631506783621652,0.005363520017935305,500000,709.254099599988,500000,884.4273579000001,1000000,1593.681457499988
architecture,early_heavy,0,full_hebbian,HHH,0.8873,0.8856665685387055,0.36547958850860596,0.03500464018996881,0.03438570159211451,2000000,1761.5856428000843,500000,303.4920428999467,2500000,2065.077685700031
architecture,early_heavy,0,hybrid_hhb,HHB,0.9208,0.919383266937675,0.2840026021003723,0.005197269546255773,0.006353570413589477,1500000,659.3005048000487,500000,265.41041200002655,2000000,924.7109168000752
architecture,early_heavy,0,hybrid_hbb,HBB,0.9176,0.9162310574119481,0.2750537693500519,0.0036278475844130223,0.005223172666588608,1000000,589.0290076000383,500000,383.7924836999737,1500000,972.821491300012
architecture,early_heavy,1,full_bp,BBB,0.9187,0.9173993574251339,0.27345627546310425,0.0029614183919770376,0.004549452231854809,500000,505.88717979996,500000,368.66703930008225,1000000,874.5542191000422
architecture,early_heavy,1,full_hebbian,HHH,0.9022,0.900658516666893,0.3181655704975128,0.02889380142445467,0.02872258439355967,2000000,695.1455782999983,500000,258.7403819001047,2500000,953.885960200103
architecture,early_heavy,1,hybrid_hhb,HHB,0.9205,0.919435116596872,0.2728428840637207,0.00442126867333237,0.00549639728215276,1500000,582.8596725999378,500000,285.47486149996985,2000000,868.3345340999076
architecture,early_heavy,1,hybrid_hbb,HBB,0.9165,0.9152666337747352,0.2766694724559784,0.0030233385387732057,0.004198834576898691,1000000,434.85001699998975,500000,279.042248499929,1500000,713.8922654999187
architecture,early_heavy,2,full_bp,BBB,0.9206,0.91942218400241,0.26739850640296936,0.0026922698261786482,0.0054182304109845845,500000,342.9074471000349,500000,275.8530170000158,1000000,618.7604641000507
architecture,early_heavy,2,full_hebbian,HHH,0.9017,0.9002833893591768,0.3282616138458252,0.019263674521932797,0.02194140510559082,2000000,636.0794518999755,500000,233.47964330005925,2500000,869.5590952000348
architecture,early_heavy,2,hybrid_hhb,HHB,0.9199,0.9186654346730266,0.2770613133907318,0.004500011906331899,0.005137399691951518,1500000,563.9005686000455,500000,259.2952137000393,2000000,823.1957823000848
architecture,early_heavy,2,hybrid_hbb,HBB,0.9165,0.9152668167860352,0.2719626724720001,0.002932770361705702,0.005142392293287783,1000000,451.04708179994486,500000,289.15887019992806,1500000,740.2059519998729
architecture,early_heavy,3,full_bp,BBB,0.9194,0.9180405775313124,0.2745415270328522,0.003082826644060563,0.0041479944506470036,500000,322.34749079996254,500000,271.0552180999657,1000000,593.4027088999283
architecture,early_heavy,3,full_hebbian,HHH,0.8942,0.8923718369686974,0.3644397258758545,0.024605561560027453,0.030560245330966247,2000000,627.3287988000084,500000,232.60277759993915,2500000,859.9315763999475
architecture,early_heavy,3,hybrid_hhb,HHB,0.9205,0.9194777919218963,0.2722070515155792,0.004980583604501218,0.005072275379725865,1500000,522.1370476000011,500000,235.79633539996576,2000000,757.9333829999669
architecture,early_heavy,3,hybrid_hbb,HBB,0.9204,0.9192258324561946,0.27089178562164307,0.0031752061225930038,0.003824516567891958,1000000,431.69141029997263,500000,359.25343889999203,1500000,790.9448491999647
architecture,early_heavy,4,full_bp,BBB,0.9177,0.9163598087578333,0.2772889733314514,0.003057644292773033,0.005491046112410876,500000,347.3676030000206,500000,311.50380489998497,1000000,658.8714079000056
architecture,early_heavy,4,full_hebbian,HHH,0.9009,0.8994546884300583,0.3300790786743164,0.02856217612441705,0.03349792117683255,2000000,583.4370840999763,500000,225.89092430006713,2500000,809.3280084000435
architecture,early_heavy,4,hybrid_hhb,HHB,0.9223,0.9212129462651728,0.2747122049331665,0.0051772969284836125,0.006171225572605523,1500000,526.0986124000046,500000,258.59496700007,2000000,784.6935794000747
architecture,early_heavy,4,hybrid_hbb,HBB,0.9228,0.9215981528012149,0.2569032311439514,0.004609181827428389,0.005787865188170453,1000000,430.39708599995356,500000,328.20373750000726,1500000,758.6008234999608
architecture,late_heavy,0,full_bp,BBB,0.9231,0.9221588362253517,0.26354095339775085,0.012244668969329523,0.013053478457003224,500000,180.1880071000196,500000,164.2498805000214,1000000,344.437887600041
architecture,late_heavy,0,full_hebbian,HHH,0.8939,0.8922916935464448,0.3552726209163666,0.019530652779948955,0.019647161189877256,2000000,447.8853543000296,500000,165.41070050001144,2500000,613.296054800041
architecture,late_heavy,0,hybrid_hhb,HHB,0.9033,0.9020990808999721,0.3210950493812561,0.0167853424870238,0.01678479071052707,1500000,368.7252913999837,500000,145.80016179999802,2000000,514.5254531999817
architecture,late_heavy,0,hybrid_hbb,HBB,0.921,0.9199257207371634,0.2667095363140106,0.013160744094848633,0.01392729485570168,1000000,279.8856574000092,500000,151.08056070003659,1500000,430.9662181000458
architecture,late_heavy,1,full_bp,BBB,0.9113,0.9100713157531122,0.2977827489376068,0.003548134137173088,0.0034942062728259026,500000,189.93538500007708,500000,160.1814956999151,1000000,350.1168806999922
architecture,late_heavy,1,full_hebbian,HHH,0.8139,0.8095413846408288,0.6387634873390198,0.025495860812128807,0.025430122293744768,2000000,448.508041699999,500000,158.600785800023,2500000,607.108827500022
architecture,late_heavy,1,hybrid_hhb,HHB,0.914,0.9125312165083234,0.2845655381679535,0.007194580166680472,0.007036497579302106,1500000,364.8632324000355,500000,164.6533339000307,2000000,529.5165663000662
architecture,late_heavy,1,hybrid_hbb,HBB,0.9087,0.9073084431319547,0.29693666100502014,0.005039616101128714,0.004958684620078729,1000000,274.377709900029,500000,173.73035399999935,1500000,448.10806390002836
architecture,late_heavy,2,full_bp,BBB,0.9134,0.9119378225647207,0.29695188999176025,0.0048657599429694975,0.0049708779446932735,500000,194.77217810007278,500000,157.1902847000165,1000000,351.96246280008927
architecture,late_heavy,2,full_hebbian,HHH,0.8316,0.8281317341064218,0.5257259011268616,0.02345330837016203,0.023498722590232383,2000000,442.0099357999861,500000,160.5121318999445,2500000,602.5220676999306
architecture,late_heavy,2,hybrid_hhb,HHB,0.9111,0.9096726196379045,0.30210259556770325,0.006785375386841443,0.006788226126651375,1500000,413.675637899898,500000,181.66241250000894,2000000,595.3380503999069
architecture,late_heavy,2,hybrid_hbb,HBB,0.9124,0.9108679933722328,0.2931438088417053,0.005619183650308726,0.00584556536187931,1000000,339.6023133000126,500000,120.72276479995344,1500000,460.32507809996605
architecture,late_heavy,3,full_bp,BBB,0.9105,0.9090637233592412,0.3006713092327118,0.003679196855973224,0.0037657195397785732,500000,143.13012989994604,500000,192.14201740000863,1000000,335.27214729995467
architecture,late_heavy,3,full_hebbian,HHH,0.7586,0.7545274028061604,0.7595587968826294,0.03158007588678477,0.03164659452632982,2000000,596.1489577000029,500000,134.24646060005762,2500000,730.3954183000606
architecture,late_heavy,3,hybrid_hhb,HHB,0.9087,0.9072687528797099,0.3135663568973541,0.009370061777075942,0.00918055063753712,1500000,325.43153179995716,500000,235.00454749993514,2000000,560.4360792998923
architecture,late_heavy,3,hybrid_hbb,HBB,0.9097,0.9082230529005957,0.31158730387687683,0.006778643429036043,0.00662145193742246,1000000,279.5886798000429,500000,136.18852289998904,1500000,415.7772027000319
