method,noise_type,severity,accuracy_mean,accuracy_sd,accuracy_ci_low,accuracy_ci_high,macro_f1_mean,macro_f1_sd,macro_f1_ci_low,macro_f1_ci_high,classification_ce_mean,classification_ce_sd,classification_ce_ci_low,classification_ce_ci_high,system_reconstruction_mse_mean,system_reconstruction_mse_sd,system_reconstruction_mse_ci_low,system_reconstruction_mse_ci_high,standardized_reconstruction_mse_mean,standardized_reconstruction_mse_sd,standardized_reconstruction_mse_ci_low,standardized_reconstruction_mse_ci_high,representation_cosine_mean,representation_cosine_sd,representation_cosine_ci_low,representation_cosine_ci_high,prediction_js_divergence_mean,prediction_js_divergence_sd,prediction_js_divergence_ci_low,prediction_js_divergence_ci_high,accuracy_absolute_degradation_mean,accuracy_absolute_degradation_sd,accuracy_absolute_degradation_ci_low,accuracy_absolute_degradation_ci_high,accuracy_relative_degradation_mean,accuracy_relative_degradation_sd,accuracy_relative_degradation_ci_low,accuracy_relative_degradation_ci_high,macro_f1_absolute_degradation_mean,macro_f1_absolute_degradation_sd,macro_f1_absolute_degradation_ci_low,macro_f1_absolute_degradation_ci_high,system_reconstruction_mse_increase_mean,system_reconstruction_mse_increase_sd,system_reconstruction_mse_increase_ci_low,system_reconstruction_mse_increase_ci_high,standardized_reconstruction_mse_increase_mean,standardized_reconstruction_mse_increase_sd,standardized_reconstruction_mse_increase_ci_low,standardized_reconstruction_mse_increase_ci_high,source_condition
BBB,salt_pepper,0.1,0.69488,0.06865924555367615,0.64718,0.75364,0.6852270455644713,0.07555743303394553,0.6318338604663245,0.7484864742152426,1.0832727670669555,0.3468604010694982,0.7999259948730468,1.3422802925109862,0.021394390997205463,0.0005752271320112586,0.020937741357842272,0.02182292568751744,0.02189643936857885,0.0006392852671244241,0.021421645312406583,0.022381988264589894,0.9525132298469543,0.007223435325872825,0.946854543685913,0.957935905456543,0.13964392393827438,0.04202511522221397,0.10471308082342148,0.16992537677288055,0.22096,0.06813342058050513,0.16318,0.26833999999999997,0.24129807168094347,0.07451194328315636,0.17793250177574443,0.2931152396853013,0.22926455977856985,0.07513704065960429,0.16559500443123,0.2823447497845831,0.018193288744663704,0.0010413962749721264,0.017315615710628278,0.01891497633457184,0.018662070189787418,0.0010829875266176552,0.017861174913036577,0.01947826121223216,salt_pepper
BBB,salt_pepper,0.2,0.55,0.08320117186674715,0.48976,0.61774,0.5298772478650469,0.09585935544196869,0.45973886015583254,0.6083005487271377,1.7922544002532959,0.6330899761587409,1.2905743598937989,2.2748780727386473,0.03573066909322933,0.0015833153083652314,0.034526433184876734,0.03693490500158193,0.03633576048247668,0.0018420599118218945,0.03488150133327562,0.037790019631677746,0.9259321689605713,0.010550581555314156,0.9169503569602966,0.9336512684822083,0.22932329177856445,0.0561084899923144,0.1851228803396225,0.27095678746700286,0.36584000000000005,0.08271192779762783,0.29908,0.42576,0.3994969990705925,0.09050327902605829,0.3261477653499619,0.4650611836086311,0.38461435747799444,0.09553620420746425,0.305780929919335,0.4544397500950751,0.03252956684068757,0.002020293943757393,0.031021684056544797,0.03402265598881001,0.033101391303685244,0.0023006679059523133,0.03131881949395549,0.034883963113415004,salt_pepper
BBB,salt_pepper,0.3,0.44144000000000005,0.0822517963329677,0.37946,0.50492,0.40624921831157546,0.10091140280401764,0.32955589645674516,0.485259807537497,2.4243945121765136,0.851570520551902,1.766892433166504,3.0794076442718508,0.04852592758178711,0.0018071461680639782,0.04719283389188806,0.05003322577340261,0.04901766377040319,0.0022244119037498023,0.04724822526737136,0.050787102273435004,0.9043208718299866,0.01256520086333052,0.8934857487678528,0.9132856607437134,0.30186504423618316,0.060528512526355105,0.2556839108467102,0.34804617762565615,0.47440000000000004,0.08170670107157672,0.4119,0.53606,0.51803756730053,0.0895200299144236,0.44920306535535515,0.5855503435864193,0.5082423870314658,0.10061212761209089,0.4288216711089756,0.5846227137941625,0.04532482532924535,0.002161366853574825,0.04370287839957646,0.04711804630741781,0.04578329459161175,0.0026398610841629998,0.043685543428051234,0.04788104575517226,salt_pepper
BBB,salt_pepper,0.4,0.3562,0.0749090114739208,0.29864000000000007,0.41376,0.30664779196476594,0.09638878433546946,0.23126599002154719,0.38202959390798474,3.074059820175171,1.0591053312128413,2.2518150806427,3.896304559707642,0.060590477483321206,0.002014373052983547,0.059063326912704786,0.062229092685933005,0.060856705862551305,0.0023358672546075878,0.05913785540989467,0.06266997701839525,0.8851604223251343,0.013949775567409502,0.8730165839195252,0.895105528831482,0.3603508293628693,0.05961889025700252,0.3141552686691284,0.4065463900566101,0.5596400000000001,0.07432568869509384,0.5024,0.61688,0.611109966814076,0.08155431115511318,0.5483864968773235,0.6738334367508284,0.6078438133782753,0.09603512062813148,0.5327750065271901,0.6829126202293605,0.05738937523077945,0.0021557697818907957,0.05590458745927227,0.059182358123428966,0.05762233668375989,0.0026312926520539745,0.055575173570574544,0.059669499796945226,salt_pepper
HBB,salt_pepper,0.1,0.68838,0.07527434489917528,0.6356999999999999,0.75028,0.6730313406049493,0.0839737016186619,0.6148750610475764,0.7447165555977296,1.192368745803833,0.42140449645470807,0.8450992584228516,1.5242371797561645,0.021721628946187545,0.0014953408766491033,0.02056768290305624,0.022886544435851426,0.022463712894283994,0.0017444080940180323,0.02110063977922712,0.02382678600934087,0.9535744905471801,0.008869598097175892,0.9468970894813538,0.9606572031974793,0.14457074999809266,0.04721332290546843,0.10647643506526946,0.1789073497056961,0.22800000000000004,0.07455330307907222,0.16756,0.2793,0.24885573585413553,0.08152098427530863,0.18255509517007695,0.3052580980232412,0.2421191754311804,0.08331795716976086,0.17177146616035,0.2989999583840774,0.018451629595513247,0.0018894119356300328,0.016989113531842525,0.01991414565918397,0.019151580245932755,0.0022222865683222677,0.01743706126641254,0.02086609922545297,salt_pepper
HBB,salt_pepper,0.2,0.5696,0.09232234290787901,0.5041,0.64426,0.5462562991581095,0.10543700324587053,0.47379327470286964,0.6363317242697024,1.9019744634628295,0.7309866333864047,1.2995060443878175,2.467139387130737,0.035501147057669505,0.0023300036167670283,0.03374437835693359,0.03740537217509989,0.03656159053880341,0.002876125818803236,0.034369837276692294,0.03882265013869928,0.9304316163063049,0.009931452963012732,0.9228487968444824,0.9380457639694214,0.2207107126712799,0.06253046838795767,0.1690157264471054,0.26730486154556277,0.34678000000000003,0.09160467782815461,0.27358000000000005,0.4109,0.3784863011375887,0.10023235306112493,0.29806461787544974,0.4490880995511758,0.36889421687802015,0.1048205929950862,0.2801562974883772,0.4404469752136773,0.03223114770699521,0.002752924651394795,0.030165808985719873,0.034430852385929654,0.03324945789045217,0.0033916781069121727,0.030694979353340302,0.035864128481222654,salt_pepper
HBB,salt_pepper,0.3,0.47981999999999997,0.09999268473243429,0.40472,0.56522,0.45051080309127867,0.11786123634254882,0.36556173075345544,0.5522922457115526,2.4240318536758423,0.9187596379965318,1.6816684007644653,3.169194793701172,0.04761655464795171,0.0022357308310704503,0.04592515536094198,0.04934711472491829,0.04866598169132155,0.0030304957277931944,0.04637529923575264,0.050944307549924274,0.9124232769012451,0.009103084972390431,0.9052207469940186,0.9189539670944213,0.2794189631938934,0.06842173111179521,0.22136871218681337,0.33169978857040405,0.43655999999999995,0.09917448260515403,0.35262000000000004,0.51028,0.4764738361014221,0.10862764444345986,0.384179828082572,0.5577043903639864,0.464639712944851,0.11719172364254647,0.3634904873701528,0.5483132886781983,0.044346555297277414,0.0026898598896399227,0.04231676584779,0.046372594935748045,0.04535384904297031,0.003585809488744298,0.04263947344273937,0.047983620766036364,salt_pepper
HBB,salt_pepper,0.4,0.4015600000000001,0.09255605328664353,0.32904000000000005,0.48084,0.36465834869441205,0.11197093931178234,0.2817999685361637,0.45958439236713017,2.9144887924194336,1.0612417439204567,2.0827682495117186,3.7908973693847656,0.05937331088941924,0.0018521191854191984,0.05793668935814682,0.06080993242069167,0.06029838108607701,0.002921087132926599,0.057862026543130676,0.06247558061560806,0.895839536190033,0.008280236084429926,0.88869149684906,0.9016608357429504,0.33091185986995697,0.06591820418171661,0.27551369965076444,0.38215285539627075,0.51482,0.09169333127332653,0.437,0.5859599999999999,0.5618734630425466,0.1005845524121917,0.47611372667451224,0.6404171300541199,0.5504921673417178,0.11127370938265457,0.4561983407145753,0.6320750508954902,0.05610331153874495,0.002320932556778777,0.05425812088912848,0.0578795333800024,0.056986248437725776,0.00349787477695519,0.05419802314855614,0.059564073157991684,salt_pepper
HHB,salt_pepper,0.1,0.74576,0.011792497615009313,0.73674,0.75478,0.7360229732978796,0.010988678955676765,0.7275159441091918,0.7445300024865672,0.8700761198997498,0.05516553451840554,0.8309122443199157,0.9161246418952942,0.01868697383257808,0.0010330614088769287,0.01790091082047443,0.019503013857238145,0.0197043088274586,0.0015684819212813089,0.01853768611012673,0.021014050034114294,0.9638987421989441,0.0033978789545512735,0.9613545060157775,0.9665261745452881,0.10808335691690445,0.00812125030593922,0.10199710130691528,0.11416961252689362,0.17409999999999998,0.01447463298325733,0.16313999999999998,0.18506,0.18923231318910308,0.015167520979762608,0.17772048767604925,0.2007441387021569,0.1825949707362115,0.013775859976575634,0.17210290009294496,0.193396536813553,0.01403992580404087,0.0008324896746686168,0.013387554743241289,0.014662021746051555,0.015135761692086044,0.0013173499470925316,0.014192828075253234,0.016281175403984226,salt_pepper
HHB,salt_pepper,0.2,0.5807,0.027256375400995632,0.561,0.6027799999999999,0.5572784418917462,0.029471047076775687,0.5356675963057035,0.5812728984258024,1.7761724233627318,0.2098255688255913,1.6131492376327514,1.9391956090927125,0.03535752479008265,0.0012265017681639054,0.03443280034902144,0.03628224923114388,0.03819705809612663,0.002839258367249936,0.03623178302297787,0.04065837015502307,0.9325793862342835,0.0054467884153597485,0.9282168745994568,0.9363977551460266,0.21438122689723968,0.017838545386311418,0.19995253682136535,0.2272666037082672,0.33916,0.028897629660579443,0.3165,0.36014,0.3686638337750848,0.03071681730657122,0.3442666249573622,0.3909387124025237,0.3613395021423448,0.03015876924369555,0.33647755051103295,0.3829620374682665,0.03071047676154546,0.0010977266386731248,0.02984166447464301,0.0315792890484479,0.03362851096075408,0.002612816082475357,0.03188692498810437,0.035880572280689166,salt_pepper
HHB,salt_pepper,0.3,0.44758000000000003,0.03894980102644944,0.41958,0.4795,0.40461070099345164,0.03996324612872729,0.3747707595800187,0.4373549533996514,2.8747105598449707,0.4760570265011072,2.5169606685638426,3.232460451126099,0.05486394170800034,0.001575222611666495,0.05364484240162128,0.05615273238824338,0.05994419078281947,0.004304828742821397,0.057488532093593045,0.0638298795598867,0.9040987610816955,0.0071183357238438294,0.8978229403495789,0.9085386157035827,0.3078210175037384,0.027402182368361814,0.285914808511734,0.3267293870449066,0.4722799999999999,0.04100136583090867,0.43911999999999995,0.50266,0.5133486937331171,0.043365109882532726,0.4780100183710652,0.5449751444727522,0.5140072430406394,0.041218324304748186,0.48131102856776276,0.5451743065140034,0.05021689367946314,0.0016379136033052757,0.04908055674513991,0.05164371628819679,0.05537564364744692,0.004140264029895453,0.053107313204006266,0.05911372065544128,salt_pepper
HHB,salt_pepper,0.4,0.35302,0.04561010852870228,0.31692,0.38682,0.28689239190150684,0.03477910300200522,0.2616864763087698,0.31209830749424394,4.126513195037842,0.7357900375071946,3.574130916595459,4.67871789932251,0.07595339028027594,0.0029098015400422063,0.0737146478878722,0.07824667185569296,0.08297908754621233,0.005960415921823611,0.07979471379338479,0.0884271151375284,0.8786177635192871,0.008449593048904438,0.870884358882904,0.8833271741867066,0.3800286591053009,0.03226416685558611,0.353591775894165,0.40430145859718325,0.56684,0.047915373315878494,0.53268,0.60488,0.6161233678439949,0.0504553999727715,0.5792793541442579,0.6560617013178683,0.6317255521325842,0.037047324841234484,0.6045345950852683,0.6600984197047095,0.07130634225173874,0.00304069176533182,0.06898244827017494,0.07372624535171353,0.0784105404108398,0.005841368707057837,0.07529172388952607,0.0836493172631945,salt_pepper
HHH,salt_pepper,0.1,0.6758599999999999,0.03387009005007218,0.64828,0.70018,0.6728872306795314,0.03406102941654583,0.6444436545438725,0.6975868216334531,1.1127379059791564,0.19536391537537937,0.968998122215271,1.2726339459419251,0.03336918754655487,0.0012699654201033567,0.0323126357822029,0.03430624350878657,0.033293201709669464,0.001184724659828527,0.03236443899037887,0.03422196442896006,0.9999043822288514,1.819852895256531e-05,0.9998902440071106,0.999918520450592,0.13743843734264374,0.023579326615949334,0.11947467625141144,0.15540219843387604,0.21824000000000005,0.035971836205565016,0.19164000000000003,0.24484,0.24399920451404405,0.03960137300316698,0.21483426857539706,0.27318839207665496,0.2198423615931703,0.03594860281394608,0.1928044480870404,0.24697284984241988,0.014869164595312002,0.0015165893343345729,0.013853191780168184,0.016191592939727162,0.014604366604551977,0.0018379287793568232,0.013439276745854595,0.01624555910616505,salt_pepper
HHH,salt_pepper,0.2,0.47661999999999993,0.06149221088885973,0.43679999999999997,0.5275399999999999,0.4548419066306189,0.0599259750531084,0.41058025266475984,0.506436895336402,2.484617519378662,0.5821106319494088,2.060050678253174,2.981523561477661,0.05435456511828364,0.003238725426519418,0.0521480453335509,0.05714037989246602,0.0536601802047418,0.0034091031208069605,0.05162322631524534,0.0567429404371612,0.999796462059021,4.5331877527882245e-05,0.9997597217559815,0.999830162525177,0.27179349958896637,0.04523460999178566,0.23615928292274474,0.30483841300010683,0.41748,0.0676428636295064,0.36212,0.46264000000000005,0.466529294476311,0.07256257089704349,0.4069699529029397,0.5138356177494744,0.4378876856420826,0.06665661396729185,0.3809801395786866,0.4883925361844953,0.035854542167040766,0.004046878671799866,0.03374154462191523,0.03952930799328551,0.034971345099624324,0.004483829913096086,0.03274340022184411,0.0390026473477422,salt_pepper
HHH,salt_pepper,0.3,0.36063999999999996,0.07099385888934338,0.3094,0.41823999999999995,0.3157722960140462,0.07887067837478381,0.2591441407424102,0.38234780564231236,4.007006692886352,1.0067106254433895,3.292298936843872,4.8404059410095215,0.07698987207685198,0.005641618355566597,0.07343352776819345,0.08187381907404687,0.07580389041511379,0.006429912276333512,0.07144292898217026,0.08132393810038664,0.9996934533119202,7.416881405597974e-05,0.9996317148208618,0.9997470259666443,0.3625331461429596,0.056176198788373675,0.3173301160335541,0.4063023328781128,0.53346,0.0780712687228791,0.47096,0.59192,0.5961246788521501,0.08266148064173716,0.5292831598277451,0.6564562879352216,0.5769572962586554,0.08606284401404514,0.5041729876114972,0.63943397080707,0.0584898491256091,0.006454771237268932,0.05489446702412197,0.0642458574820538,0.05711505530999631,0.007416572033854878,0.05223367342812674,0.06385304814630624,salt_pepper
HHH,salt_pepper,0.4,0.28472,0.060835285813415886,0.23992,0.33112,0.2245284673408055,0.07522572676107044,0.16801410186612337,0.2848173839511231,5.493342781066895,1.3965626670167524,4.448236083984375,6.657351875305176,0.09985999131806042,0.00775746234247368,0.09450643344178493,0.10619700095974668,0.09850874768004125,0.009227187930309943,0.09171576703129983,0.10572380893006617,0.9995957851409912,0.0001008144916446164,0.9995108723640442,0.999669885635376,0.4243484318256378,0.05297934524348366,0.38484365344047544,0.464745956659317,0.60938,0.06815505850632074,0.55808,0.6613999999999999,0.6810979068186065,0.07064609382249339,0.6273101330828436,0.7335584755628994,0.6682011249318961,0.08227762526341503,0.6029348058693946,0.7305640096833569,0.08135996836681755,0.00853080001694017,0.07578867572005914,0.08862921222608915,0.07981991257492377,0.0100819475570249,0.07277369838558898,0.08807823346429941,salt_pepper
BBB,pixel_masking,0.0,0.91584,0.0023786550821840273,0.9137600000000001,0.9176,0.9144916053430412,0.0023477448489302864,0.9124243285437877,0.9162802604636997,0.28265197277069093,0.003707177774501879,0.27983253002166747,0.28547141551971433,0.0032011022525417565,0.00048485001355310026,0.0029050188997327064,0.0036221256472139945,0.003234369178791435,0.0005233365257333246,0.0028800059327300713,0.003698428045535574,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,clean
HBB,pixel_masking,0.0,0.91638,0.0018593009439033796,0.9149800000000001,0.9177799999999999,0.9151505160361297,0.0018305255631996028,0.9137542092121638,0.9164869524195935,0.2832034945487976,0.007430886663399658,0.2776042759418488,0.2886632025241852,0.0032699993506742986,0.000517092367223824,0.0029303990406892738,0.0037217697432576392,0.003312132648351241,0.0006059456811933659,0.0029093423312050956,0.0038482087160616506,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,clean
HHB,pixel_masking,0.0,0.9198599999999999,0.0028254203227130814,0.91766,0.9222400000000001,0.9186179440340909,0.0029015694172393907,0.916382821172865,0.9211106805312482,0.2773395895957947,0.00559195194125449,0.2730044424533844,0.281554514169693,0.0046470480285372056,0.0002787657807319296,0.004426253727990754,0.004867842329083657,0.004568547135372551,0.00034575618626498126,0.004305969978060041,0.00484556265422276,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,clean
HHH,pixel_masking,0.0,0.8940999999999999,0.008167006795638157,0.8883000000000001,0.9013199999999999,0.8927295922727015,0.008253533092040856,0.8868810729959229,0.8999729301696521,0.3552584707736969,0.024984076658758708,0.3324612081050873,0.370277601480484,0.018500022951242874,0.0015114239059349313,0.017325575389083553,0.019674470513402202,0.018688835105117485,0.001462081046428026,0.017493020102053274,0.019767667216865382,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,clean
BBB,pixel_masking,0.1,0.9075599999999999,0.0017868967513541166,0.9061199999999999,0.9088,0.906147918247512,0.001808037937700777,0.9047009176624371,0.9074273635917389,0.30498757362365725,0.004090009678315246,0.30177302956581115,0.3082021176815033,0.006199611986510607,0.0003965199226992253,0.00587120446146751,0.006483762189320156,0.006464388673354168,0.0005955623539051774,0.005994423986940968,0.0069343533597673685,0.9956314086914062,0.0006611667802119562,0.9951631903648377,0.9961696982383728,0.006064098142087459,0.0005859232098816741,0.005631232168525457,0.006507235113531351,0.00828,0.001536879956275022,0.007100000000000018,0.009479999999999978,0.00903862801750518,0.001661067199195064,0.00776491045960679,0.010335392903355623,0.008343687095529285,0.001518562982267358,0.007177224327722054,0.009510149863336514,0.0029985097339688513,0.0004053579325469759,0.0026844461763148404,0.0033125732916228627,0.003230019494562733,0.0005399270813890159,0.00287389982977692,0.0036967094879247707,pixel_masking
BBB,pixel_masking,0.2,0.89756,0.003459479729670335,0.89516,0.9006399999999999,0.89599151929222,0.0034560798689365923,0.8935890883678856,0.8990361011652599,0.34170444011688234,0.0054949039344361515,0.3376689195632935,0.34618026614189146,0.01140507819428736,0.0007440046442897493,0.010856016044616699,0.011979297613027146,0.0120635916838354,0.0011507848236530103,0.011270655910725496,0.01299278736776235,0.9897984862327576,0.0013999830244564918,0.9888041853904724,0.9909168243408203,0.015453759208321571,0.0016102038434591384,0.014204713702201843,0.0167028047144413,0.018280000000000008,0.0034076384784774,0.015360000000000018,0.02045999999999999,0.019957405615136162,0.0037003618450254763,0.016766600961704275,0.022328255008522147,0.01850008605082114,0.0034456639815880438,0.015460511746911165,0.020873929271080095,0.008203975941745602,0.0009148891596824747,0.007484455752761997,0.008923496130729208,0.008829222505043963,0.0012641022665889905,0.008001913018664536,0.009951535013597839,pixel_masking
BBB,pixel_masking,0.3,0.88128,0.008318473417641012,0.87536,0.88818,0.8797521633566074,0.008167830696059489,0.8740040455308279,0.8866159452315031,0.38474453091621397,0.01350787486486363,0.3748598754405975,0.3946291863918304,0.018842539784178443,0.001331095773604978,0.017799091258924832,0.01988598830943205,0.020029799632636867,0.001886673301088494,0.018781613959487607,0.02168193614259058,0.9825150847434998,0.0021696072757072943,0.9809913754463195,0.9842681169509888,0.028559815511107443,0.003133567297187789,0.026074353978037833,0.031045277044177054,0.034559999999999994,0.007885619823450766,0.027580000000000004,0.04031999999999995,0.037736709951021866,0.008612074333253365,0.03012100317320098,0.043980128799275084,0.03473944198643379,0.00774151704998315,0.02777137335991,0.04030376512217733,0.015641437531636687,0.0015272497660411867,0.014427530967070131,0.01685534409620324,0.016795430453845434,0.0020630798271409115,0.015447495946056988,0.018610234931001855,pixel_masking
BBB,pixel_masking,0.4,0.84526,0.013563849011250486,0.8351,0.8557400000000002,0.8434895233300725,0.012813581124565824,0.8340956871473008,0.85382986934132,0.47716072797775266,0.02849318608619094,0.45539499521255494,0.4981078267097473,0.028009209132291834,0.0018149890580748682,0.026584153678271237,0.02943426458631243,0.029811708639495227,0.002444273095801653,0.028230980211374712,0.0319850143821872,0.973806631565094,0.002837098098891418,0.9718374490737915,0.9760877966880799,0.05024620294570923,0.006397830226796323,0.04533693939447403,0.05515546649694443,0.07058000000000002,0.013279005986895258,0.059820000000000054,0.08106000000000005,0.07706724922354137,0.01450284174204678,0.06531030398906085,0.08853347940577981,0.07100208201296872,0.012543952479464862,0.060637215692877985,0.08017684608775293,0.024808106879750075,0.002005112661451537,0.023212593386416534,0.02640362037308362,0.026577339460703786,0.0026521621459093475,0.024845204809928422,0.028843169202366653,pixel_masking
HBB,pixel_masking,0.1,0.90922,0.0024993999279827326,0.90718,0.91096,0.9079582141772292,0.0024923077182056764,0.9058971661683376,0.9097098493812258,0.30424497127532957,0.007198585859245528,0.2983107328414917,0.30930434465408324,0.006356437953248316,0.0005245638659284496,0.005953673724155037,0.006798043320714211,0.0067178258528028225,0.00040814813188257175,0.006406578423830927,0.007019344629560198,0.9957557082176208,0.0005307989020501744,0.9953896164894104,0.9962264418601989,0.006138549838215113,0.00017407316184864786,0.005987800005823374,0.006250467523932457,0.007159999999999988,0.001275931032618912,0.0061800000000000075,0.00813999999999997,0.007813932109773715,0.0013972192987946439,0.00674362781330144,0.008884236406245988,0.007192301858900541,0.0012332699750723763,0.006251349829884023,0.008133253887917058,0.0030864386025740175,0.00014621331994721726,0.002964104178049127,0.0031954278339658463,0.0034056932044515807,0.0002748294015432065,0.0031716708623146525,0.003598351743853822,pixel_masking
HBB,pixel_masking,0.2,0.89704,0.0023222833591101623,0.8953599999999999,0.89886,0.8956585734041509,0.002398631006314289,0.8939094161119232,0.8973901164345378,0.34344546794891356,0.008040417347280782,0.33658849000930785,0.3484248578548431,0.011987306376476678,0.0006416013065878325,0.011465299026333555,0.012482657275686457,0.012798330398092464,0.0004376438231409998,0.012409726360087494,0.013122278308479151,0.9898661613464356,0.0010991507512054543,0.9890729427337647,0.9907997250556946,0.015862946026027204,0.0008993439288742521,0.01512909922748804,0.01657096352428198,0.019340000000000003,0.0016861198059449538,0.01806000000000003,0.02061999999999997,0.021104418721666858,0.0018330748939213487,0.019707549538934617,0.022500906545991125,0.019491942631978797,0.0016450985633107644,0.01821058864452092,0.020773296619436676,0.008717307025802378,0.0003219219929819424,0.008461278062985867,0.008995840679966675,0.009486197749741224,0.0006397224777081195,0.008999450031008039,0.009972945468474406,pixel_masking
HBB,pixel_masking,0.3,0.8818399999999998,0.005495725611782301,0.8773799999999999,0.88622,0.8807358224530948,0.0052853135946829945,0.876797385868338,0.8848988977326224,0.3885356068611145,0.012758540928040341,0.37792207598686217,0.3967472195625305,0.020304102163509447,0.000805075906691267,0.019693343634313465,0.02092415075963857,0.021663012639259807,0.0007886155827980735,0.021094114133095254,0.02231567340695128,0.9822202563285828,0.0017169337352149435,0.9809273600578308,0.9836314082145691,0.029359656572341918,0.0026430283216563213,0.027467405423521996,0.03161824867129326,0.034540000000000015,0.0057072760578054755,0.030580000000000072,0.03947999999999998,0.03768913333557974,0.006199422206125842,0.033373514721967965,0.04304387922971415,0.03441469358303499,0.0053805285821144425,0.03080479251458763,0.03901805658308135,0.01703410281283515,0.000538387328879058,0.016674776337049446,0.017509894041723133,0.018350879990908564,0.0010852013596825735,0.017522926508261233,0.019178833473555895,pixel_masking
HBB,pixel_masking,0.4,0.84752,0.009719927983272337,0.8390600000000001,0.85538,0.8466073852856049,0.008736066665021455,0.8393999594642138,0.8535333031336558,0.47703657746315004,0.02081134054333898,0.4597260892391205,0.4939845621585846,0.030858891326748593,0.0009890872412514034,0.030101460062143752,0.03161632259135344,0.03278788513261445,0.0012769750134406692,0.03181272869732915,0.033783008710900134,0.9727904438972473,0.002470270243443935,0.9708539009094238,0.9747484564781189,0.05067480504512787,0.0050019239079954715,0.047226646542549135,0.05523565784096718,0.06885999999999999,0.009975119046908662,0.06172,0.07748,0.07513970244601684,0.010835637604634395,0.06730410349341018,0.08453020977768622,0.0685431307505249,0.008864833813226764,0.06209560233680826,0.07644371339647964,0.0275888919760743,0.0007875354994921818,0.02705080067824344,0.02825810818497016,0.029475752484263207,0.0015925161582331427,0.028263987198070606,0.030687517770455808,pixel_masking
HHB,pixel_masking,0.1,0.9100999999999999,0.0033874769371908683,0.90744,0.91278,0.9087508704258085,0.0034401356036485296,0.9060931065365265,0.9115086803657156,0.3011083722114563,0.006875350796007405,0.2958840072154999,0.3063327372074127,0.007905125649121342,0.0003320522796268271,0.007652300340691391,0.008153812302180699,0.00772346674938591,0.0002153810826955251,0.0075369579048546,0.007878967428207397,0.9959407687187195,0.00020075796277759333,0.995776379108429,0.9960891485214234,0.007072482444345951,0.0002266909580167699,0.006894748657941818,0.007250216230750084,0.009759999999999991,0.0012837445228705312,0.008719999999999973,0.01068,0.01061126402816578,0.001404960198886789,0.009481107797620977,0.011627035078307741,0.009867073608282605,0.0013174256404825833,0.00879006137854892,0.01078950680784101,0.0032580776205841377,0.00017154067470157464,0.0031300633479137813,0.0034000855611295115,0.00315491961401336,0.0003174310520584966,0.002923849811748582,0.003441312195914132,pixel_masking
HHB,pixel_masking,0.2,0.89434,0.0030761989532538396,0.8920999999999999,0.89696,0.8928457901647737,0.0031672254803757813,0.8905732695585005,0.8956255461487924,0.3477736711502075,0.009076088828897268,0.3397484183311462,0.35420353412628175,0.01359253925284561,0.0006038233203813202,0.013127088447882207,0.014068385918675638,0.013320079951772885,0.0003752677295653043,0.013040512370673977,0.013610807460473509,0.9905218958854676,0.000313564892184565,0.9902745246887207,0.9907692670822144,0.0188652403652668,0.0011420684303265624,0.01796587072312832,0.01976461000740528,0.025520000000000008,0.003365560874505195,0.022699999999999988,0.028020000000000045,0.027738923284432986,0.0036102958654433857,0.024683367873926002,0.030403046045793015,0.025772153869317284,0.0035156754066244214,0.02278668699349804,0.028381241823970838,0.008945491224308402,0.0004071512638732381,0.008664084752238527,0.00929934877950318,0.008751532816400334,0.0005311759529190463,0.008376177929469517,0.009231231695291947,pixel_masking
HHB,pixel_masking,0.3,0.87012,0.007448959658905378,0.8643000000000001,0.8759399999999999,0.8686958560391504,0.00756735543470369,0.8628194556081169,0.874572256470184,0.40897887349128725,0.01541357079896547,0.3971115291118622,0.42140486240386965,0.022135580174193085,0.00105428138006076,0.02132837130643884,0.022980526137838558,0.021785264875450912,0.0006172618345136023,0.021304775097126864,0.022265754653774963,0.9832232117652893,0.0004454086914974698,0.9829228758811951,0.9835867643356323,0.03620810657739639,0.002855221502005118,0.033938974142074585,0.0384772390127182,0.049739999999999965,0.00781939895388388,0.04391999999999996,0.055559999999999964,0.05406746790503094,0.008438113461650446,0.0477464105096818,0.060388525300380066,0.04992208799494062,0.00811511052485071,0.04399011740130017,0.05585405858858108,0.017488532145655884,0.0008322464489225347,0.016921662576928433,0.01820895687667691,0.017216717740078363,0.0007082805822469402,0.016700017655041755,0.017828732004554905,pixel_masking
